Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,Bb,I,.Bb.vi,vi,VI,1.9289,G,Bb
3,Bb,I,vi[V7/ii,V,VI,0.8719,G,Bb
4,Bb,I,ii,ii,ii,0.6928,c,Bb
5,Bb,I,V7/ii,V,VI,0.2914,G,Bb
6,Bb,I,ii],ii,ii,1.1353,c,Bb
7,Bb,I,V65,V,v,0.7191,f,Bb
7,Bb,I,V7,V,v,0.7191,f,Bb
8,Bb,I,I,I,I,0.8583,Bb,Bb
8,Bb,I,vi,vi,I,0.8583,Bb,Bb
9,Bb,I,IV,IV,IV,2.2604,Eb,Bb
9,Bb,I,V,V,IV,2.2604,Eb,Bb
10,Bb,I,I,I,iv,1.5458,eb/d#,Bb
10,Bb,I,V7/IV,V,iv,1.5458,eb/d#,Bb
11,Bb,I,vi[V7/ii,V,VI,0.9665,G,Bb
12,Bb,I,ii,ii,ii,1.9687,c,Bb
13,Bb,I,V7/ii],V,VI,1.0931,G,Bb
14,Bb,I,ii,ii,ii,0.3535,c,Bb
15,Bb,I,V6,V,v,0.9222,f,Bb
15,Bb,I,V7,V,v,0.9222,f,Bb
16,Bb,I,I,I,I,1.0705,Bb,Bb
16,Bb,I,vi,vi,I,1.0705,Bb,Bb
17,Bb,I,ii65,ii,v,1.6237,f,Bb
17,Bb,I,V,V,v,1.6237,f,Bb
18,Bb,I,I\\\\,I,I,0.3428,Bb,Bb
19,Bb,I,V,V,V,1.0823,F,Bb
20,Bb,I,V[V7,V,v,0.34,f,Bb
21,Bb,I,I],I,I,0.6604,Bb,Bb
21,Bb,I,#viio/V,#vii,I,0.6604,Bb,Bb
22,Bb,I,V,V,V,0.2354,F,Bb
22,Bb,I,ii[V/V,V,V,0.2354,F,Bb
23,Bb,I,V],V,V,1.2784,F,Bb
23,Bb,I,V2,V,V,1.2784,F,Bb
24,Bb,I,I6,I,I,1.3764,Bb,Bb
24,Bb,I,ii6,ii,I,1.3764,Bb,Bb
24,Bb,I,V7,V,I,1.3764,Bb,Bb
25,Bb,I,I[V7/IV,V,i,1.0959,bb,Bb
26,Bb,I,IV,IV,IV,0.1288,Eb,Bb
27,Bb,I,IV,IV,IV,0.1752,Eb,Bb
28,Bb,I,V7/IV,V,I,1.1041,Bb,Bb
29,Bb,I,V7/V,V,i,1.0959,bb,Bb
30,Bb,I,IV,IV,IV,0.1288,Eb,Bb
31,Bb,I,V43,V,I,1.7669,Bb,Bb
32,Bb,I,I6],I,I,1.3477,Bb,Bb
33,Bb,I,V,V,V,1.0823,F,Bb
34,Bb,I,I],I,I,1.3998,Bb,Bb
35,Bb,I,V,V,V,0.9356,F,Bb
36,Bb,I,I,I,I,0.2719,Bb,Bb
37,Bb,I,#viio/V,#vii,V,0.441,F,Bb
37,Bb,I,V64,V,V,0.441,F,Bb
38,Bb,I,V+6/iii,V,I,0.3849,Bb,Bb
38,Bb,I,I6,I,I,0.3849,Bb,Bb
40,Bb,I,V43/V,V,II,0.5674,C,Bb
41,Bb,I,V[V64,V,V,0.4726,F,Bb
42,Bb,I,V43/V,V,V,0.7402,F,Bb
43,Bb,I,V6],V,V,0.4139,F,Bb
43,Bb,I,ii,ii,V,0.4139,F,Bb
44,Bb,I,V,V,V,0.9984,F,Bb
45,Bb,I,I\\\\,I,I,0.1601,Bb,Bb
45,Bb,I,I6,I,I,0.1601,Bb,Bb
46,Bb,I,V43,V,v,0.98,f,Bb
46,Bb,I,V65,V,v,0.98,f,Bb
47,Bb,I,I,I,I,0.4139,Bb,Bb
47,Bb,I,V,V,I,0.4139,Bb,Bb
49,Bb,I,I,I,I,0.1601,Bb,Bb
50,Bb,I,V43,V,V,0.9685,F,Bb
51,Bb,I,I6,I,I,0.3341,Bb,Bb
51,Bb,I,I,I,I,0.3341,Bb,Bb
51,Bb,I,V6,V,I,0.3341,Bb,Bb
52,Bb,I,vi,vi,vi,0.3864,g,Bb
52,Bb,I,V7/V,V,vi,0.3864,g,Bb
53,Bb,I,V,V,V,0.2374,F,Bb
54,Bb,I,V7/V,V,II,1.0105,C,Bb
55,Bb,I,iii,iii,iii,1.185,d,Bb
56,Bb,I,V7,V,V,1.7149,F,Bb
57,Bb,I,I,I,vi,1.0651,g,Bb
57,Bb,I,vi,vi,vi,1.0651,g,Bb
57,Bb,I,V43/V,V,vi,1.0651,g,Bb
58,Bb,I,V,V,V,1.231,F,Bb
58,Bb,I,vi,vi,V,1.231,F,Bb
58,Bb,I,I64,I,V,1.231,F,Bb
58,Bb,I,IV,IV,V,1.231,F,Bb
59,Bb,I,I6,I,V,0.1802,F,Bb
59,Bb,I,V43,V,V,0.1802,F,Bb
59,Bb,I,I,I,V,0.1802,F,Bb
60,Bb,I,V[#viio2/V,#vii,II,1.6389,C,Bb
60,Bb,I,V64],V,II,1.6389,C,Bb
60,Bb,I,V(64),V,II,1.6389,C,Bb
60,Bb,I,V7,V,II,1.6389,C,Bb
61,Bb,I,I\\\\,I,V,0.3834,F,Bb
62,Bb,I,V7,V,II,0.6939,C,Bb
63,Bb,I,vi,vi,iii,0.266,d,Bb
64,Bb,I,V7/IV,V,v,1.1958,f,Bb
65,Bb,I,IV,IV,I,1.1956,Bb,Bb
65,Bb,I,viio6,vii,I,1.1956,Bb,Bb
66,Bb,I,I6,I,V,1.1695,F,Bb
66,Bb,I,I,I,V,1.1695,F,Bb
67,Bb,I,V7,V,II,0.9781,C,Bb
69,Bb,I,@none,,II,1.258,C,Bb
70,Bb,I,I,I,V,0.4809,F,Bb
71,Bb,I,#viio6/V,#vii,II,0.89,C,Bb
71,Bb,I,V7,V,II,0.89,C,Bb
72,Bb,I,V2,V,ii,0.8887,c,Bb
73,Bb,I,I6,I,V,0.4146,F,Bb
74,Bb,I,IV,IV,II,1.3432,C,Bb
74,Bb,I,V65/V,V,II,1.3432,C,Bb
74,Bb,I,V,V,II,1.3432,C,Bb
75,Bb,I,#viio65/V,#vii,V,1.633,F,Bb
75,Bb,I,i64,i,V,1.633,F,Bb
76,Bb,I,#viio65/V,#vii,v,1.0526,f,Bb
77,Bb,I,#viio7/V,#vii,V,2.3191,F,Bb
78,Bb,I,#viio7/V,#vii,#VI/bVII,0.7869,Ab,Bb
79,Bb,I,viio43,vii,I,2.3191,Bb,Bb
80,Bb,I,viio43,vii,#II/bIII,0.7869,Db/C#,Bb
80,Bb,I,viio2,vii,#II/bIII,0.7869,Db/C#,Bb
81,Bb,I,V[I,I,V,0.5562,F,Bb
82,Bb,I,I,I,V,0.5838,F,Bb
83,Bb,I,V43,V,i,1.7221,bb,Bb
84,Bb,I,viio65],vii,i,1.908,bb,Bb
85,Bb,I,I,I,V,1.4046,F,Bb
85,Bb,I,vi,vi,V,1.4046,F,Bb
86,Bb,I,IV,IV,I,1.4046,Bb,Bb
86,Bb,I,ii,ii,I,1.4046,Bb,Bb
87,Bb,I,V6,V,vii,2.191,a,Bb
87,Bb,I,V,V,vii,2.191,a,Bb
87,Bb,I,V6/V,V,vii,2.191,a,Bb
88,Bb,I,V65,V,V,1.4921,F,Bb
89,Bb,I,I,I,V,0.5612,F,Bb
90,Bb,I,V7,V,II,1.6381,C,Bb
91,Bb,I,I,I,V,1.8367,F,Bb
92,Bb,I,V65,V,V,0.172,F,Bb
93,Bb,I,I,I,V,1.8367,F,Bb
94,Bb,I,V65,V,V,0.172,F,Bb
95,Bb,I,I,I,V,1.8367,F,Bb
96,Bb,I,V65,V,V,0.172,F,Bb
97,Bb,I,I,I,V,1.8367,F,Bb
98,Bb,I,I,I,i,0.5394,bb,Bb
98,Bb,I,V/ii,V,i,0.5394,bb,Bb
99,Bb,I,ii\\\\,ii,VI,1.9289,G,Bb
101,Bb,I,I\\\\,I,V,0.5221,F,Bb
102,Bb,I,I,I,V,1.0058,F,Bb
103,Bb,I,viio6,vii,II,0.782,C,Bb
106,Bb,I,vi6,vi,V,1.3046,F,Bb
107,Bb,I,#viio6/vi,#vii,VII,0.9334,A,Bb
109,Bb,I,vi,vi,I,1.4045,Bb,Bb
110,Bb,I,V7/V,V,vi,2.0939,g,Bb
111,Bb,bVII,.bVII.I6,I,#VI/bVII,1.2705,Ab,Bb
112,Bb,bVII,V43,V,iv,1.1057,eb/d#,Bb
114,Bb,bVII,I,I,#VI/bVII,0.486,Ab,Bb
115,Bb,bVII,V2/IV,V,#vi/bvii,0.8528,g#/ab,Bb
116,Bb,bVII,IV6,IV,i,1.2829,bb,Bb
116,Bb,bVII,V65,V,i,1.2829,bb,Bb
117,Bb,bVII,I,I,#VI/bVII,0.3511,Ab,Bb
117,Bb,bVII,#viio7/iii,#vii,#VI/bVII,0.3511,Ab,Bb
118,Bb,bVII,I6,I,#VI/bVII,0.3017,Ab,Bb
119,Bb,bVII,IV,IV,#VI/bVII,0.5936,Ab,Bb
119,Bb,bVII,I6,I,#VI/bVII,0.5936,Ab,Bb
120,Bb,bVII,IV,IV,IV,1.887,Eb,Bb
120,Bb,bVII,V,V,IV,1.887,Eb,Bb
121,Bb,bVII,V2,V,#VI/bVII,0.271,Ab,Bb
121,Bb,bVII,I6,I,#VI/bVII,0.271,Ab,Bb
122,Bb,bVII,I,I,#VI/bVII,0.3267,Ab,Bb
123,Bb,bVII,V2/IV,V,#VI/bVII,1.0476,Ab,Bb
124,Bb,bVII,IV6,IV,i,1.2829,bb,Bb
124,Bb,bVII,V65,V,i,1.2829,bb,Bb
125,Bb,bVII,I,I,#VI/bVII,0.3511,Ab,Bb
125,Bb,bVII,#viio7/iii,#vii,#VI/bVII,0.3511,Ab,Bb
126,Bb,bVII,I6,I,#VI/bVII,0.3017,Ab,Bb
