Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,C,I,.C.#ivo7,#iv,#II/bIII,2.3191,Eb,C
3,C,I,IV7,IV,IV,0.9984,F,C
5,C,I,vi64,vi,vi,0.3174,a,C
6,C,I,V7/V,V,II,0.8465,D,C
6,C,I,V2/V,V,II,0.8465,D,C
7,C,I,V6(#7),V,II,1.5119,D,C
7,C,I,V6,V,II,1.5119,D,C
7,C,I,V43/V,V,II,1.5119,D,C
8,C,I,ii%43,ii,IV,1.3432,F,C
9,C,I,viio2,vii,v,1.074,g,C
11,C,I,.bVII2,bVII,#VI/bVII,0.1056,Bb,C
12,C,I,.bIII6(4),bIII,#II/bIII,1.2581,Eb,C
12,C,I,.bIII6,bIII,#II/bIII,1.2581,Eb,C
13,C,I,viio43,vii,#II/bIII,0.1812,Eb,C
14,C,I,iiio7(2),iii,#vi/bvii,0.3213,bb,C
15,C,I,iiio7,iii,#VI/bVII,2.3191,Bb,C
16,C,I,V65/IV,V,I,0.9984,C,C
17,C,I,i6,i,i,0.2104,c,C
18,C,I,II7(b5),II,v,1.8009,g,C
18,C,I,II7(4),II,v,1.8009,g,C
19,C,I,ii%7,ii,iv,0.3213,f,C
20,C,I,viio65,vii,IV,2.3191,F,C
21,C,I,iv64,iv,iv,0.3174,f,C
22,C,I,viio7,vii,IV,2.3191,F,C
29,C,I,V65,V,V,0.9984,G,C
30,C,I,I,I,I,0.3428,C,C
31,C,I,V7,V,V,0.9129,G,C
33,C,I,V9,V,I,1.0452,C,C
35,C,I,viio,vii,ii,1.3993,d,C
35,C,I,I,I,ii,1.3993,d,C
35,C,I,ii,ii,ii,1.3993,d,C
36,C,I,V7/ii,V,vi,1.0719,a,C
41,C,I,#viio/ii,#vii,#VI/bVII,1.3112,Bb,C
41,C,I,ii,ii,#VI/bVII,1.3112,Bb,C
42,C,I,V7/IV,V,I,0.9984,C,C
43,C,I,V7,V,V,0.1891,G,C
44,C,I,I[I6,I,I,0.2908,C,C
45,C,I,IV,IV,IV,1.395,F,C
45,C,I,viio6,vii,IV,1.395,F,C
46,C,I,I,I,I,0.3898,C,C
46,C,I,I6,I,I,0.3898,C,C
47,C,I,IV,IV,IV,1.395,F,C
47,C,I,viio6,vii,IV,1.395,F,C
48,C,I,I],I,I,0.4187,C,C
48,C,I,V7/ii,V,I,0.4187,C,C
49,C,I,ii,ii,ii,0.2003,d,C
49,C,I,V7/ii,V,ii,0.2003,d,C
50,C,I,ii64,ii,ii,0.4723,d,C
50,C,I,ii,ii,ii,0.4723,d,C
50,C,I,V64,V,ii,0.4723,d,C
50,C,I,V7,V,ii,0.4723,d,C
51,C,I,I64,I,I,1.2944,C,C
51,C,I,I,I,I,1.2944,C,C
51,C,I,IV,IV,I,1.2944,C,C
52,C,I,V[I64,I,I,0.2878,C,C
52,C,I,V7,V,I,0.2878,C,C
53,C,I,I64,I,I,0.7492,C,C
53,C,I,V7],V,I,0.7492,C,C
54,C,I,I,I,I,0.2482,C,C
54,C,I,I6,I,I,0.2482,C,C
54,C,I,I64,I,I,0.2482,C,C
54,C,I,I,I,I,0.2482,C,C
55,C,I,IV,IV,IV,0.287,F,C
55,C,I,IV6,IV,IV,0.287,F,C
55,C,I,IV,IV,IV,0.287,F,C
56,C,I,V(64),V,I,0.9757,C,C
56,C,I,V7,V,I,0.9757,C,C
57,C,I,I\\\\,I,I,0.403,C,C
58,C,I,V7(6#4),V,v,1.9027,g,C
58,C,I,V7,V,v,1.9027,g,C
60,C,I,I,I,I,0.1718,C,C
60,C,I,I6,I,I,0.1718,C,C
61,C,I,V43,V,V,1.2408,G,C
61,C,I,V7,V,V,1.2408,G,C
62,C,I,I,I,I,0.1718,C,C
62,C,I,I6,I,I,0.1718,C,C
63,C,I,V43,V,V,1.2408,G,C
63,C,I,V7,V,V,1.2408,G,C
64,C,I,I,I,I,0.3671,C,C
66,C,I,I6,I,#V/bVI,1.4865,Ab,C
66,C,I,#viio7/V,#vii,#V/bVI,1.4865,Ab,C
67,C,I,ii(+2),ii,V,1.226,G,C
67,C,I,V7,V,V,1.226,G,C
68,C,I,I\\\\,I,I,0.3248,C,C
68,C,I,#viio7/V,#vii,I,0.3248,C,C
69,C,I,ii(+2),ii,V,0.8824,G,C
69,C,I,V7,V,V,0.8824,G,C
70,C,I,I\\\\,I,I,0.3927,C,C
70,C,V,V.ii6,ii,I,0.3927,C,C
71,C,V,V43/ii,V,I,0.8361,C,C
71,C,V,#viio/ii,#vii,I,0.8361,C,C
71,C,V,V7/ii,V,I,0.8361,C,C
72,C,V,ii,ii,vi,0.5971,a,C
72,C,V,V7/vi,V,vi,0.5971,a,C
