Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,Ab,I,.Ab.V7,V,V,1.9289,Eb,Ab
4,Ab,I,I64,I,I,0.4925,Ab,Ab
4,Ab,I,I,I,I,0.4925,Ab,Ab
5,Ab,I,V65,V,v,0.7852,eb/d#,Ab
5,Ab,I,V43,V,v,0.7852,eb/d#,Ab
6,Ab,I,I6,I,I,0.27,Ab,Ab
6,Ab,I,I64,I,I,0.27,Ab,Ab
7,Ab,I,V,V,I,1.5745,Ab,Ab
7,Ab,I,vi2,vi,I,1.5745,Ab,Ab
7,Ab,I,V7,V,I,1.5745,Ab,Ab
8,Ab,I,I64,I,I,0.2268,Ab,Ab
8,Ab,I,vi,vi,I,0.2268,Ab,Ab
8,Ab,I,I,I,I,0.2268,Ab,Ab
9,Ab,I,V65,V,V,0.4755,Eb,Ab
10,Ab,I,I,I,vi,2.0704,f,Ab
10,Ab,I,#viio6(+4)/vi,#vii,vi,2.0704,f,Ab
10,Ab,I,vi6,vi,vi,2.0704,f,Ab
10,Ab,I,V7/V,V,vi,2.0704,f,Ab
10,Ab,I,V64,V,vi,2.0704,f,Ab
10,Ab,I,V7/V,V,vi,2.0704,f,Ab
11,Ab,I,V[V7/V,V,V,0.2334,Eb,Ab
11,Ab,I,V6]\\\\,V,V,0.2334,Eb,Ab
11,Ab,I,V43,V,V,0.2334,Eb,Ab
12,Ab,I,V65,V,v,0.8443,eb/d#,Ab
12,Ab,I,V43(4),V,v,0.8443,eb/d#,Ab
12,Ab,I,V43,V,v,0.8443,eb/d#,Ab
12,Ab,I,V43(4),V,v,0.8443,eb/d#,Ab
12,Ab,I,V43,V,v,0.8443,eb/d#,Ab
13,Ab,I,I,I,I,0.5243,Ab,Ab
13,Ab,I,I6(2),I,I,0.5243,Ab,Ab
13,Ab,I,I6,I,I,0.5243,Ab,Ab
13,Ab,I,I6(2),I,I,0.5243,Ab,Ab
13,Ab,I,I6,I,I,0.5243,Ab,Ab
14,Ab,I,I6(4),I,V,1.9563,Eb,Ab
14,Ab,I,V43,V,V,1.9563,Eb,Ab
14,Ab,I,I(+4),I,V,1.9563,Eb,Ab
14,Ab,I,V6,V,V,1.9563,Eb,Ab
14,Ab,I,vi7,vi,V,1.9563,Eb,Ab
14,Ab,I,V,V,V,1.9563,Eb,Ab
14,Ab,I,V65(+4)/V,V,V,1.9563,Eb,Ab
14,Ab,I,V2,V,V,1.9563,Eb,Ab
15,Ab,I,I6,I,I,0.6863,Ab,Ab
15,Ab,I,V7,V,I,0.6863,Ab,Ab
15,Ab,I,I\\\\,I,I,0.6863,Ab,Ab
15,Ab,I,V[V6,V,I,0.6863,Ab,Ab
15,Ab,I,vi6,vi,I,0.6863,Ab,Ab
16,Ab,I,V43,V,v,1.8666,eb/d#,Ab
16,Ab,I,IV64,IV,v,1.8666,eb/d#,Ab
16,Ab,I,ii2,ii,v,1.8666,eb/d#,Ab
17,Ab,I,I6,I,I,0.3347,Ab,Ab
17,Ab,I,viio6,vii,I,0.3347,Ab,Ab
17,Ab,I,I(2),I,I,0.3347,Ab,Ab
17,Ab,I,I],I,I,0.3347,Ab,Ab
17,Ab,I,V43/IV,V,I,0.3347,Ab,Ab
18,Ab,I,IV,IV,IV,0.9757,Db/C#,Ab
18,Ab,I,V43/IV,V,IV,0.9757,Db/C#,Ab
18,Ab,I,IV,IV,IV,0.9757,Db/C#,Ab
18,Ab,I,I6,I,IV,0.9757,Db/C#,Ab
18,Ab,I,ii7,ii,IV,0.9757,Db/C#,Ab
18,Ab,I,viio2,vii,IV,0.9757,Db/C#,Ab
18,Ab,I,I64,I,IV,0.9757,Db/C#,Ab
18,Ab,I,V65/V,V,IV,0.9757,Db/C#,Ab
19,Ab,I,V(64),V,I,0.7265,Ab,Ab
19,Ab,I,V7,V,I,0.7265,Ab,Ab
19,Ab,I,V(64),V,I,0.7265,Ab,Ab
19,Ab,I,V7,V,I,0.7265,Ab,Ab
20,Ab,I,V65/IV,V,I,0.3133,Ab,Ab
20,Ab,I,V43/IV,V,I,0.3133,Ab,Ab
20,Ab,I,IV,IV,I,0.3133,Ab,Ab
20,Ab,I,iv6,iv,I,0.3133,Ab,Ab
20,Ab,I,#iv%7,#iv,I,0.3133,Ab,Ab
20,Ab,I,V(64),V,I,0.3133,Ab,Ab
20,Ab,I,V7,V,I,0.3133,Ab,Ab
21,Ab,I,V(64),V,I,0.5886,Ab,Ab
21,Ab,I,V7,V,I,0.5886,Ab,Ab
21,Ab,I,I\\\\,I,I,0.5886,Ab,Ab
22,Ab,I,V6,V,V,0.3305,Eb,Ab
22,Ab,I,V,V,V,0.3305,Eb,Ab
22,Ab,I,V65,V,V,0.3305,Eb,Ab
