Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,e,I,.e.i,i,i,0.3698,e,E
2,e,I,V,V,V,0.5268,B/Cb,E
3,e,I,V7,V,iii,0.3382,g#/ab,E
4,e,I,i(94),i,i,1.0348,e,E
4,e,I,i,i,i,1.0348,e,E
6,e,I,viio/VII,vii,IV,1.5078,A,E
7,e,I,V7/VII,V,iv,0.6974,a,E
8,e,I,VII(#7),VII,v,0.8073,b,E
8,e,I,VII,VII,v,0.8073,b,E
8,e,I,V7,V,v,0.8073,b,E
9,e,I,i\\\\,i,i,0.3908,e,E
10,e,I,VII(#7),VII,#VI/bVII,0.3429,D,E
10,e,I,VII,VII,#VI/bVII,0.3429,D,E
11,e,I,VII6,VII,#ii/biii,0.1252,g,E
11,e,III,III.viio7,vii,#ii/biii,0.1252,g,E
12,e,III,I(4),I,#ii/biii,0.2954,g,E
12,e,III,I(#2),I,#ii/biii,0.2954,g,E
12,e,III,I,I,#ii/biii,0.2954,g,E
13,e,III,#viio7/ii,#vii,#I/bII,1.0619,F,E
14,e,III,ii(94),ii,i,1.6828,e,E
14,e,III,ii,ii,i,1.6828,e,E
16,e,III,V6/ii,V,I,1.0373,E,E
17,e,III,V/ii,V,I,1.2692,E,E
18,e,III,ii,ii,iv,1.0492,a,E
18,e,III,vii%7,vii,iv,1.0492,a,E
19,e,bII,.bII.I,I,#I/bII,0.9256,F,E
20,e,bII,V7,V,#v/bvi,1.1648,c,E
22,e,bII,I(#2),I,#i/bii,0.75,f,E
23,e,bII,I,I,#I/bII,0.2967,F,E
26,e,i,i.V9,V,IV,2.261,A,E
27,e,i,V6,V,i,1.4406,e,E
28,e,i,i(4),i,#V/bVI,1.9982,C,E
28,e,i,i,i,#V/bVI,1.9982,C,E
29,e,i,V(4),V,V,0.9927,B/Cb,E
29,e,i,V7,V,V,0.9927,B/Cb,E
30,e,i,i(9+7),i,#V/bVI,0.1475,C,E
30,e,i,i,i,#V/bVI,0.1475,C,E
30,e,bII,.bII.V7,V,#V/bVI,0.1475,C,E
31,e,bII,I,I,#I/bII,0.2766,F,E
34,e,i,i.V7(9),V,v,1.8298,b,E
35,e,i,V6,V,v,0.5367,b,E
36,e,i,i(4),i,i,1.2248,e,E
36,e,i,i,i,i,1.2248,e,E
37,e,i,V(4),V,V,1.6885,B/Cb,E
37,e,i,V7,V,V,1.6885,B/Cb,E
38,e,i,i,i,i,0.5558,e,E
39,e,i,V6,V,#II/bIII,0.299,G,E
41,e,i,i(+4),i,i,0.9336,e,E
41,e,i,i(+2),i,i,0.9336,e,E
41,e,i,i,i,i,0.9336,e,E
42,e,i,iv7,iv,iv,0.6349,a,E
42,e,i,iv,iv,iv,0.6349,a,E
43,e,i,V(#76),V,#II/bIII,0.5399,G,E
43,e,i,V(64),V,#II/bIII,0.5399,G,E
44,e,i,V7(4),V,v,1.2057,b,E
44,e,i,V7(+#2),V,v,1.2057,b,E
44,e,i,V7,V,v,1.2057,b,E
45,e,i,i\\\\,i,I,1.3414,E,E
45,e,i,i[i6,i,I,1.3414,E,E
45,e,i,viio64,vii,I,1.3414,E,E
46,e,i,i6,i,I,1.3185,E,E
47,e,i,viio64,vii,i,0.5815,e,E
48,e,i,i6,i,I,1.3185,E,E
49,e,i,viio64,vii,I,1.3185,E,E
49,e,i,i6],i,I,1.3185,E,E
50,e,i,V7,V,v,1.8114,b,E
51,e,i,i,i,I,1.5778,E,E
52,e,i,i\\\\,i,i,1.3075,e,E
53,e,i,V,V,V,0.3429,B/Cb,E
54,e,i,i\\\\,i,i,1.4449,e,E
55,e,i,vii%7/III,vii,v,1.2137,b,E
55,e,i,viio7/III,vii,v,1.2137,b,E
56,e,i,i\\\\,i,i,1.3075,e,E
57,e,i,V,V,V,0.3429,B/Cb,E
58,e,i,i\\\\,i,I,1.9296,E,E
59,e,I,I.I,I,I,1.6188,E,E
59,e,I,V,V,I,1.6188,E,E
60,e,I,I,I,I,1.7909,E,E
60,e,I,I6,I,I,1.7909,E,E
61,e,I,V2,V,I,1.158,E,E
61,e,I,I6,I,I,1.158,E,E
62,e,I,V43,V,v,2.2586,b,E
62,e,I,I,I,v,2.2586,b,E
62,e,I,V,V,v,2.2586,b,E
63,e,I,I,I,I,1.1816,E,E
64,e,I,V43,V,ii,1.8028,f#,E
65,e,I,I,I,I,0.1999,E,E
65,e,I,V6,V,I,0.1999,E,E
65,e,I,V65/V,V,I,0.1999,E,E
66,e,I,V,V,V,0.9296,B/Cb,E
66,e,I,V43,V,V,0.9296,B/Cb,E
67,e,I,V,V,V,0.8379,B/Cb,E
67,e,I,V43/V,V,V,0.8379,B/Cb,E
67,e,I,V6,V,V,0.8379,B/Cb,E
68,e,I,V2/V,V,ii,1.636,f#,E
68,e,I,V6,V,ii,1.636,f#,E
68,e,I,V6/V,V,ii,1.636,f#,E
69,e,I,V,V,V,0.1916,B/Cb,E
69,e,I,V64,V,V,0.1916,B/Cb,E
70,e,I,V65/ii,V,ii,0.4173,f#,E
70,e,I,ii,ii,ii,0.4173,f#,E
70,e,I,IV64,IV,ii,0.4173,f#,E
71,e,I,V65,V,I,0.9539,E,E
71,e,I,I,I,I,0.9539,E,E
71,e,I,V7,V,I,0.9539,E,E
72,e,I,I,I,I,0.9296,E,E
72,e,I,I6,I,I,0.9296,E,E
73,e,I,V2,V,I,1.1416,E,E
73,e,I,I6,I,I,1.1416,E,E
74,e,I,V43,V,v,1.6516,b,E
74,e,I,I,I,v,1.6516,b,E
74,e,I,V64,V,v,1.6516,b,E
75,e,I,I6,I,I,0.3916,E,E
75,e,I,I,I,I,0.3916,E,E
76,e,I,V43,V,v,0.9537,b,E
76,e,I,I6,I,v,0.9537,b,E
76,e,I,V43,V,v,0.9537,b,E
77,e,I,I,I,I,0.2971,E,E
77,e,I,V,V,I,0.2971,E,E
77,e,I,V2/V,V,I,0.2971,E,E
78,e,I,V6,V,V,0.9296,B/Cb,E
78,e,I,V,V,V,0.9296,B/Cb,E
78,e,I,V64,V,V,0.9296,B/Cb,E
79,e,I,V7/V,V,V,1.1416,B/Cb,E
