Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,Db,I,.Db.I6,I,iii,1.2862,f,Db/C#
2,Db,I,I,I,I,0.2842,Db/C#,Db/C#
3,Db,I,V43,V,I,1.321,Db/C#,Db/C#
4,Db,I,I,I,I,1.5349,Db/C#,Db/C#
4,Db,I,V65,V,I,1.5349,Db/C#,Db/C#
5,Db,I,I,I,I,1.321,Db/C#,Db/C#
5,Db,I,V43,V,I,1.321,Db/C#,Db/C#
6,Db,I,I,I,I,1.3631,Db/C#,Db/C#
6,Db,I,V(64),V,I,1.3631,Db/C#,Db/C#
6,Db,I,V,V,I,1.3631,Db/C#,Db/C#
6,Db,I,ii6,ii,I,1.3631,Db/C#,Db/C#
7,Db,I,V7/vi,V,vi,0.4737,bb,Db/C#
7,Db,I,vi,vi,vi,0.4737,bb,Db/C#
8,Db,I,V6/ii,V,VI,1.9913,Bb,Db/C#
8,Db,I,ii,ii,VI,1.9913,Bb,Db/C#
9,Db,I,V65,V,V,1.3947,Ab,Db/C#
9,Db,I,I,I,V,1.3947,Ab,Db/C#
9,Db,I,I6,I,V,1.3947,Ab,Db/C#
10,Db,I,V(64),V,I,0.1625,Db/C#,Db/C#
10,Db,I,V7,V,I,0.1625,Db/C#,Db/C#
10,Db,I,I\\\\,I,I,0.1625,Db/C#,Db/C#
11,Db,I,V(64),V,I,0.1636,Db/C#,Db/C#
11,Db,I,V7,V,I,0.1636,Db/C#,Db/C#
11,Db,I,I\\\\,I,I,0.1636,Db/C#,Db/C#
11,Db,I,IV6,IV,I,0.1636,Db/C#,Db/C#
12,Db,I,V(64),V,I,0.157,Db/C#,Db/C#
12,Db,I,V7,V,I,0.157,Db/C#,Db/C#
12,Db,I,I\\\\,I,I,0.157,Db/C#,Db/C#
12,Db,I,I(64),I,I,0.157,Db/C#,Db/C#
12,Db,I,I(94),I,I,0.157,Db/C#,Db/C#
13,Db,I,I,I,I,0.1901,Db/C#,Db/C#
13,Db,I,V43(4),V,I,0.1901,Db/C#,Db/C#
13,Db,I,V43,V,I,0.1901,Db/C#,Db/C#
14,Db,I,I,I,I,1.3332,Db/C#,Db/C#
14,Db,I,V65(6),V,I,1.3332,Db/C#,Db/C#
14,Db,I,V65,V,I,1.3332,Db/C#,Db/C#
15,Db,I,viio7,vii,I,0.155,Db/C#,Db/C#
15,Db,I,I,I,I,0.155,Db/C#,Db/C#
15,Db,I,V43,V,I,0.155,Db/C#,Db/C#
16,Db,I,I,I,V,0.7188,Ab,Db/C#
16,Db,I,#viio7/vii,#vii,V,0.7188,Ab,Db/C#
16,Db,I,V6,V,V,0.7188,Ab,Db/C#
17,Db,I,#viio2/iii,#vii,III,0.6249,F,Db/C#
17,Db,I,III6,III,III,0.6249,F,Db/C#
17,Db,I,III,III,III,0.6249,F,Db/C#
17,Db,I,VI,VI,III,0.6249,F,Db/C#
18,Db,ii,ii.It6,It,ii,1.6598,eb/d#,Db/C#
18,Db,ii,V/ii,V,ii,1.6598,eb/d#,Db/C#
18,Db,ii,i,i,ii,1.6598,eb/d#,Db/C#
19,Db,I,I.#viio43/V,#vii,V,1.4381,Ab,Db/C#
19,Db,I,V6,V,V,1.4381,Ab,Db/C#
19,Db,I,V65,V,V,1.4381,Ab,Db/C#
19,Db,I,I,I,V,1.4381,Ab,Db/C#
20,Db,I,I64,I,I,0.6914,Db/C#,Db/C#
20,Db,I,V2,V,I,0.6914,Db/C#,Db/C#
20,Db,I,I6,I,I,0.6914,Db/C#,Db/C#
21,Db,I,I64,I,I,0.6914,Db/C#,Db/C#
21,Db,I,V2,V,I,0.6914,Db/C#,Db/C#
21,Db,I,I64,I,I,0.6914,Db/C#,Db/C#
21,Db,I,I,I,I,0.6914,Db/C#,Db/C#
22,Db,I,I6,I,i,1.118,c#,Db/C#
22,Db,I,I(2),I,i,1.118,c#,Db/C#
22,Db,I,i,i,i,1.118,c#,Db/C#
23,Db,#vii,#vii.i,i,i,1.0526,c#,Db/C#
23,Db,#vii,V43,V,i,1.0526,c#,Db/C#
24,Db,#vii,i,i,i,1.416,c#,Db/C#
24,Db,#vii,V(64),V,i,1.416,c#,Db/C#
24,Db,#vii,V,V,i,1.416,c#,Db/C#
24,Db,#vii,V(9),V,i,1.416,c#,Db/C#
24,Db,#vii,V,V,i,1.416,c#,Db/C#
24,Db,#vii,v,v,i,1.416,c#,Db/C#
25,Db,#II,#II.I,I,#II/bIII,0.3511,E,Db/C#
25,Db,#II,V43,V,#II/bIII,0.3511,E,Db/C#
26,Db,#II,I,I,#II/bIII,0.6166,E,Db/C#
26,Db,#II,V,V,#II/bIII,0.6166,E,Db/C#
26,Db,#II,V2,V,#II/bIII,0.6166,E,Db/C#
26,Db,#II,I6,I,#II/bIII,0.6166,E,Db/C#
26,Db,#II,V43,V,#II/bIII,0.6166,E,Db/C#
27,Db,#II,#viio7/ii,#vii,i,0.9382,c#,Db/C#
27,Db,#II,V65/ii,V,i,0.9382,c#,Db/C#
28,Db,#II,#viio7/V,#vii,VI,2.376,Bb,Db/C#
28,Db,#II,V65/V,V,VI,2.376,Bb,Db/C#
29,Db,#vii,#vii.#viio7,#vii,III,2.1835,F,Db/C#
29,Db,#vii,#viio2,#vii,III,2.1835,F,Db/C#
29,Db,#vii,#viio7/V,#vii,III,2.1835,F,Db/C#
30,Db,#vii,V(64),V,i,0.2419,c#,Db/C#
30,Db,#vii,V43,V,i,0.2419,c#,Db/C#
30,Db,#vii,i,i,i,0.2419,c#,Db/C#
30,Db,#vii,iv[iv6,iv,i,0.2419,c#,Db/C#
30,Db,#vii,#viio64/iv,#vii,i,0.2419,c#,Db/C#
30,Db,#vii,iv6],iv,i,0.2419,c#,Db/C#
31,Db,#vii,V(64),V,i,0.138,c#,Db/C#
31,Db,#vii,V43,V,i,0.138,c#,Db/C#
31,Db,#vii,i,i,i,0.138,c#,Db/C#
31,Db,#vii,I,I,i,0.138,c#,Db/C#
31,Db,#vii,V2/iv,V,i,0.138,c#,Db/C#
31,Db,#vii,iv,iv,i,0.138,c#,Db/C#
32,Db,i,i.V64,V,i,0.7273,c#,Db/C#
32,Db,i,V,V,i,0.7273,c#,Db/C#
32,Db,I,I.I,I,i,0.7273,c#,Db/C#
33,Db,I,V6(+6),V,I,0.961,Db/C#,Db/C#
33,Db,I,V7,V,I,0.961,Db/C#,Db/C#
33,Db,I,vi7,vi,I,0.961,Db/C#,Db/C#
33,Db,I,V65,V,I,0.961,Db/C#,Db/C#
34,Db,I,I,I,I,1.5593,Db/C#,Db/C#
34,Db,I,V43,V,I,1.5593,Db/C#,Db/C#
34,Db,I,vi43,vi,I,1.5593,Db/C#,Db/C#
34,Db,I,I6,I,I,1.5593,Db/C#,Db/C#
34,Db,I,V43,V,I,1.5593,Db/C#,Db/C#
35,Db,I,I,I,V,1.6255,Ab,Db/C#
35,Db,I,V6,V,V,1.6255,Ab,Db/C#
35,Db,I,vi6,vi,V,1.6255,Ab,Db/C#
35,Db,I,V7(6),V,V,1.6255,Ab,Db/C#
35,Db,I,V65,V,V,1.6255,Ab,Db/C#
36,Db,I,I,I,V,1.3284,Ab,Db/C#
36,Db,I,V43,V,V,1.3284,Ab,Db/C#
36,Db,I,vi43,vi,V,1.3284,Ab,Db/C#
36,Db,I,I6,I,V,1.3284,Ab,Db/C#
36,Db,I,V43,V,V,1.3284,Ab,Db/C#
36,Db,I,V6/iii,V,V,1.3284,Ab,Db/C#
37,Db,I,iii,iii,iii,0.5181,f,Db/C#
37,Db,I,V/vi,V,iii,0.5181,f,Db/C#
37,Db,I,vi6,vi,iii,0.5181,f,Db/C#
37,Db,I,vi,vi,iii,0.5181,f,Db/C#
38,Db,I,V/ii,V,vi,1.3208,bb,Db/C#
38,Db,I,ii64,ii,vi,1.3208,bb,Db/C#
38,Db,I,ii6,ii,vi,1.3208,bb,Db/C#
38,Db,I,ii,ii,vi,1.3208,bb,Db/C#
39,Db,I,ii6(+4),ii,I,1.9858,Db/C#,Db/C#
39,Db,I,I64,I,I,1.9858,Db/C#,Db/C#
39,Db,I,I6,I,I,1.9858,Db/C#,Db/C#
39,Db,I,I,I,I,1.9858,Db/C#,Db/C#
40,Db,I,V(64),V,I,0.2433,Db/C#,Db/C#
40,Db,I,V7,V,I,0.2433,Db/C#,Db/C#
40,Db,I,I\\\\,I,I,0.2433,Db/C#,Db/C#
40,Db,I,I6,I,I,0.2433,Db/C#,Db/C#
40,Db,I,V2,V,I,0.2433,Db/C#,Db/C#
41,Db,I,V(64),V,I,0.209,Db/C#,Db/C#
41,Db,I,V7,V,I,0.209,Db/C#,Db/C#
41,Db,I,I64,I,I,0.209,Db/C#,Db/C#
41,Db,I,I6,I,I,0.209,Db/C#,Db/C#
41,Db,I,V2,V,I,0.209,Db/C#,Db/C#
42,Db,I,V,V,I,0.3164,Db/C#,Db/C#
42,Db,I,I6,I,I,0.3164,Db/C#,Db/C#
42,Db,I,V43,V,I,0.3164,Db/C#,Db/C#
42,Db,I,I[I64,I,I,0.3164,Db/C#,Db/C#
42,Db,I,IV6,IV,I,0.3164,Db/C#,Db/C#
42,Db,I,ii64,ii,I,0.3164,Db/C#,Db/C#
43,Db,I,I],I,I,0.3731,Db/C#,Db/C#
43,Db,I,V43,V,I,0.3731,Db/C#,Db/C#
44,Db,I,I,I,I,0.3007,Db/C#,Db/C#
44,Db,I,V65,V,I,0.3007,Db/C#,Db/C#
45,Db,I,I,I,I,0.4589,Db/C#,Db/C#
45,Db,I,V43,V,I,0.4589,Db/C#,Db/C#
46,Db,I,I,I,I,1.3367,Db/C#,Db/C#
46,Db,I,V65,V,I,1.3367,Db/C#,Db/C#
46,Db,I,vi7,vi,I,1.3367,Db/C#,Db/C#
47,Db,I,V65/vi,V,iii,0.7099,f,Db/C#
47,Db,I,V2/ii,V,iii,0.7099,f,Db/C#
48,Db,I,V65/V,V,ii,0.6399,eb/d#,Db/C#
48,Db,I,V2,V,ii,0.6399,eb/d#,Db/C#
