Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,Bb,I,.Bb.I64,I,V,0.9908,F,Bb
1,Bb,I,V65,V,V,0.9908,F,Bb
2,Bb,I,I(94),I,I,0.4987,Bb,Bb
2,Bb,I,I,I,I,0.4987,Bb,Bb
2,Bb,I,V7,V,I,0.4987,Bb,Bb
3,Bb,I,I(94),I,I,0.4943,Bb,Bb
3,Bb,I,I,I,I,0.4943,Bb,Bb
3,Bb,I,V7,V,I,0.4943,Bb,Bb
3,Bb,I,I,I,I,0.4943,Bb,Bb
3,Bb,I,V6,V,I,0.4943,Bb,Bb
4,Bb,I,I(9),I,I,0.2105,Bb,Bb
4,Bb,I,I,I,I,0.2105,Bb,Bb
4,Bb,I,V7,V,I,0.2105,Bb,Bb
4,Bb,I,I,I,I,0.2105,Bb,Bb
4,Bb,I,ii6,ii,I,0.2105,Bb,Bb
5,Bb,I,V\\\\,V,V,0.3518,F,Bb
5,Bb,I,vii%7,vii,V,0.3518,F,Bb
5,Bb,I,#viio/ii,#vii,V,0.3518,F,Bb
6,Bb,I,ii(94),ii,I,2.467,Bb,Bb
6,Bb,I,ii,ii,I,2.467,Bb,Bb
6,Bb,I,#viio7/vi,#vii,I,2.467,Bb,Bb
6,Bb,I,vi,vi,I,2.467,Bb,Bb
7,Bb,I,ii6(2),ii,ii,0.3822,c,Bb
7,Bb,I,ii6,ii,ii,0.3822,c,Bb
7,Bb,I,ii,ii,ii,0.3822,c,Bb
7,Bb,I,ii6,ii,ii,0.3822,c,Bb
8,Bb,I,V7,V,v,0.2734,f,Bb
8,Bb,I,V7(4),V,v,0.2734,f,Bb
9,Bb,I,I\\\\,I,I,0.9557,Bb,Bb
10,Bb,I,V6/vi,V,I,0.2009,Bb,Bb
10,Bb,I,vi,vi,I,0.2009,Bb,Bb
10,Bb,I,#viio43/III,#vii,I,0.2009,Bb,Bb
11,Bb,I,V6/vi,V,III,0.154,D,Bb
11,Bb,V,V.V2/V,V,III,0.154,D,Bb
12,Bb,V,V6,V,II,0.296,C,Bb
12,Bb,V,#viio43/V,#vii,II,0.296,C,Bb
13,Bb,V,V6,V,II,0.154,C,Bb
13,Bb,V,V2/IV,V,II,0.154,C,Bb
14,Bb,V,IV6,IV,I,0.9352,Bb,Bb
14,Bb,V,IV+6,IV,I,0.9352,Bb,Bb
14,Bb,I,I.ii6,ii,I,0.9352,Bb,Bb
15,Bb,I,V6/ii,V,vi,1.9004,g,Bb
15,Bb,I,ii,ii,vi,1.9004,g,Bb
15,Bb,I,V43/ii,V,vi,1.9004,g,Bb
16,Bb,I,ii6,ii,ii,1.2159,c,Bb
16,Bb,I,V6/ii,V,ii,1.2159,c,Bb
16,Bb,I,ii,ii,ii,1.2159,c,Bb
16,Bb,I,#viio6/ii,#vii,ii,1.2159,c,Bb
16,Bb,I,ii6,ii,ii,1.2159,c,Bb
16,Bb,I,V65/V,V,ii,1.2159,c,Bb
17,Bb,I,V[V64,V,V,0.5044,F,Bb
17,Bb,I,V7,V,V,0.5044,F,Bb
18,Bb,I,I64,I,I,0.2589,Bb,Bb
18,Bb,I,#viio/V,#vii,I,0.2589,Bb,Bb
19,Bb,I,V,V,V,0.7496,F,Bb
19,Bb,I,V7,V,V,0.7496,F,Bb
20,Bb,I,i64,i,I,1.7261,Bb,Bb
20,Bb,I,#viio64/V,#vii,I,1.7261,Bb,Bb
21,Bb,I,V6],V,V,0.428,F,Bb
22,Bb,I,V,V,V,0.2458,F,Bb
24,Bb,I,V2,V,v,0.6015,f,Bb
24,Bb,I,V43,V,v,0.6015,f,Bb
25,Bb,I,I,I,I,0.3144,Bb,Bb
25,Bb,I,V,V,I,0.3144,Bb,Bb
26,Bb,I,I6,I,I,1.4131,Bb,Bb
26,Bb,I,V,V,I,1.4131,Bb,Bb
27,Bb,I,I,I,I,1.0737,Bb,Bb
28,Bb,I,V,V,V,1.287,F,Bb
28,Bb,I,vii%7,vii,V,1.287,F,Bb
28,Bb,I,#viio/ii,#vii,V,1.287,F,Bb
29,Bb,I,ii(94),ii,IV,1.0068,Eb,Bb
29,Bb,I,ii,ii,IV,1.0068,Eb,Bb
29,Bb,I,#viio7/vi,#vii,IV,1.0068,Eb,Bb
29,Bb,I,vi,vi,IV,1.0068,Eb,Bb
30,Bb,I,ii6(2),ii,ii,0.398,c,Bb
30,Bb,I,ii6,ii,ii,0.398,c,Bb
30,Bb,I,ii,ii,ii,0.398,c,Bb
30,Bb,I,ii6,ii,ii,0.398,c,Bb
31,Bb,I,V7,V,v,0.9467,f,Bb
31,Bb,I,V7(4),V,v,0.9467,f,Bb
32,Bb,I,I[I,I,I,1.3752,Bb,Bb
32,Bb,I,V7/IV,V,I,1.3752,Bb,Bb
32,Bb,I,I+,I,I,1.3752,Bb,Bb
33,Bb,I,IV,IV,IV,0.3082,Eb,Bb
33,Bb,I,#iio,#ii,IV,0.3082,Eb,Bb
34,Bb,I,I(94),I,I,0.2179,Bb,Bb
34,Bb,I,I,I,I,0.2179,Bb,Bb
34,Bb,I,I],I,I,0.2179,Bb,Bb
35,Bb,I,V7,V,v,0.5058,f,Bb
36,Bb,I,I\\\\,I,iv,1.4533,eb/d#,Bb
36,Bb,I,V2/IV,V,iv,1.4533,eb/d#,Bb
37,Bb,I,IV6(#2),IV,vi,0.2474,g,Bb
37,Bb,I,IV6,IV,vi,0.2474,g,Bb
38,Bb,I,#viio/V,#vii,V,1.7964,F,Bb
38,Bb,I,#iio43,#ii,V,1.7964,F,Bb
39,Bb,I,I64,I,vi,2.032,g,Bb
39,Bb,I,#ivo6,#iv,vi,2.032,g,Bb
39,Bb,I,#ivo,#iv,vi,2.032,g,Bb
40,Bb,I,#ivo,#iv,I,1.3457,Bb,Bb
40,Bb,I,I64,I,I,1.3457,Bb,Bb
40,Bb,I,#ivo,#iv,I,1.3457,Bb,Bb
40,Bb,I,#iio43,#ii,I,1.3457,Bb,Bb
41,Bb,I,I64,I,I,0.3512,Bb,Bb
41,Bb,I,#iio43,#ii,I,0.3512,Bb,Bb
41,Bb,I,I64,I,I,0.3512,Bb,Bb
42,Bb,I,#iio43,#ii,I,0.3512,Bb,Bb
42,Bb,I,I64,I,I,0.3512,Bb,Bb
42,Bb,I,#iio43,#ii,I,0.3512,Bb,Bb
43,Bb,I,I64,I,V,1.5808,F,Bb
43,Bb,I,V65/V,V,V,1.5808,F,Bb
43,Bb,I,V2,V,V,1.5808,F,Bb
44,Bb,I,I6,I,I,1.2047,Bb,Bb
44,Bb,I,V65,V,I,1.2047,Bb,Bb
44,Bb,I,V2/IV,V,I,1.2047,Bb,Bb
45,Bb,I,IV6,IV,IV,0.4895,Eb,Bb
45,Bb,I,V65/IV,V,IV,0.4895,Eb,Bb
45,Bb,I,IV(74),IV,IV,0.4895,Eb,Bb
45,Bb,I,IV,IV,IV,0.4895,Eb,Bb
46,Bb,I,V7(9),V,#V/bVI,1.4249,Gb/F#,Bb
46,Bb,I,V7,V,#V/bVI,1.4249,Gb/F#,Bb
46,Bb,I,.bVI(9),bVI,#V/bVI,1.4249,Gb/F#,Bb
46,Bb,I,.bVI,bVI,#V/bVI,1.4249,Gb/F#,Bb
46,Bb,I,.Ger6,Ger,#V/bVI,1.4249,Gb/F#,Bb
47,Bb,I,V(64),V,I,0.4297,Bb,Bb
48,Bb,I,V7(4),V,V,0.5551,F,Bb
48,Bb,I,V7,V,V,0.5551,F,Bb
49,Bb,I,I,I,I,1.3493,Bb,Bb
50,Bb,I,I\\\\,I,I,1.9296,Bb,Bb
51,Bb,I,I,I,I,1.9296,Bb,Bb
53,Bb,I,I,I,I,0.4988,Bb,Bb
54,Bb,I,V65,V,I,0.2735,Bb,Bb
55,Bb,I,I,I,I,0.8978,Bb,Bb
55,Bb,I,V65,V,I,0.8978,Bb,Bb
55,Bb,I,I,I,I,0.8978,Bb,Bb
56,Bb,I,V,V,V,0.4337,F,Bb
57,Bb,I,I,I,I,0.4988,Bb,Bb
58,Bb,I,I6,I,I,1.1174,Bb,Bb
58,Bb,I,IV6,IV,I,1.1174,Bb,Bb
59,Bb,I,I6,I,I,2.1632,Bb,Bb
59,Bb,I,IV,IV,I,2.1632,Bb,Bb
59,Bb,I,V7,V,I,2.1632,Bb,Bb
60,Bb,I,I\\\\,I,I,0.6869,Bb,Bb
62,Bb,I,V7/ii,V,VI,0.1417,G,Bb
62,Bb,I,V65/ii,V,VI,0.1417,G,Bb
62,Bb,I,V7/ii,V,VI,0.1417,G,Bb
63,Bb,I,ii,ii,IV,0.6903,Eb,Bb
63,Bb,I,iii64,iii,IV,0.6903,Eb,Bb
64,Bb,I,V65,V,V,0.1674,F,Bb
64,Bb,I,V7,V,V,0.1674,F,Bb
65,Bb,I,I,I,I,0.2275,Bb,Bb
65,Bb,I,I6,I,I,0.2275,Bb,Bb
65,Bb,I,I,I,I,0.2275,Bb,Bb
67,Bb,I,V2/IV,V,IV,1.1346,Eb,Bb
