Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,f,I,.f.i,i,i,1.28,f,f
1,f,I,V,V,i,1.28,f,f
2,f,I,i,i,I,1.9289,F,f
3,f,I,V[V6,V,v,1.9397,c,f
3,f,I,i,i,v,1.9397,c,f
4,f,I,V6],V,i,1.5872,f,f
4,f,I,i,i,i,1.5872,f,f
4,f,I,V,V,i,1.5872,f,f
4,f,I,i,i,i,1.5872,f,f
5,f,I,V,V,V,1.4425,C,f
6,f,I,.bII,bII,#I/bII,0.3264,Gb/F#,f
8,f,I,#viio2/V,#vii,#ii/biii,1.3578,g#/ab,f
9,f,I,V43(2),V,v,0.9382,c,f
9,f,I,V43,V,v,0.9382,c,f
10,f,I,V7,V,v,1.1133,c,f
11,f,I,V7(94),V,i,1.2133,f,f
11,f,I,V7(9),V,i,1.2133,f,f
13,f,I,V7,V,V,0.4211,C,f
14,f,I,i,i,i,0.2905,f,f
14,f,I,vii%65,vii,i,0.2905,f,f
14,f,I,i,i,i,0.2905,f,f
15,f,I,V,V,V,0.1718,C,f
16,f,I,VI,VI,i,2.0517,f,f
16,f,I,VI(#4),VI,i,2.0517,f,f
16,f,I,VI,VI,i,2.0517,f,f
17,f,I,V/V,V,V,0.2812,C,f
17,f,I,V7/V,V,V,0.2812,C,f
17,f,I,V,V,V,0.2812,C,f
18,f,I,i\\\\,i,i,1.28,f,f
18,f,I,i,i,i,1.28,f,f
18,f,I,V,V,i,1.28,f,f
19,f,I,i,i,iv,1.8288,bb,f
19,f,I,.bII,bII,iv,1.8288,bb,f
20,f,I,@none,,#II/bIII,2.1732,Ab,f
21,f,I,V,V,#II/bIII,0.4856,Ab,f
21,f,I,V6/VI,V,#II/bIII,0.4856,Ab,f
21,f,VI,VI.V,V,#II/bIII,0.4856,Ab,f
21,f,VI,viio,vii,#II/bIII,0.4856,Ab,f
22,f,VI,I,I,#V/bVI,1.7469,Db/C#,f
22,f,VI,ii7,ii,#V/bVI,1.7469,Db/C#,f
22,f,VI,I6,I,#V/bVI,1.7469,Db/C#,f
22,f,VI,IV,IV,#V/bVI,1.7469,Db/C#,f
22,f,VI,ii65,ii,#V/bVI,1.7469,Db/C#,f
23,f,VI,V(4),V,#ii/biii,1.4624,g#/ab,f
23,f,VI,.Fr6,Fr,#ii/biii,1.4624,g#/ab,f
23,f,VI,V,V,#ii/biii,1.4624,g#/ab,f
24,f,VI,I64,I,#V/bVI,1.2064,Db/C#,f
25,f,VI,V43,V,#ii/biii,1.6175,g#/ab,f
25,f,VI,V65,V,#ii/biii,1.6175,g#/ab,f
26,f,VI,I,I,#V/bVI,0.3926,Db/C#,f
27,f,VI,V43,V,#II/bIII,0.1518,Ab,f
28,f,VI,I6,I,#V/bVI,0.7526,Db/C#,f
29,f,VI,V2,V,#ii/biii,1.634,g#/ab,f
29,f,VI,V65,V,#ii/biii,1.634,g#/ab,f
30,f,VI,I,I,#V/bVI,0.2277,Db/C#,f
30,f,VI,I6,I,#V/bVI,0.2277,Db/C#,f
31,f,VI,IV(9),IV,#vi/bvii,1.4364,eb/d#,f
31,f,VI,IV,IV,#vi/bvii,1.4364,eb/d#,f
31,f,VI,ii6(2),ii,#vi/bvii,1.4364,eb/d#,f
31,f,VI,ii6,ii,#vi/bvii,1.4364,eb/d#,f
31,f,VI,IV,IV,#vi/bvii,1.4364,eb/d#,f
32,f,VI,V,V,i,0.2776,f,f
32,f,VI,V7,V,i,0.2776,f,f
32,f,VI,viio7/vi,vii,i,0.2776,f,f
33,f,VI,vi(9),vi,#V/bVI,1.6695,Db/C#,f
33,f,VI,vi,vi,#V/bVI,1.6695,Db/C#,f
33,f,VI,viio7/iii,vii,#V/bVI,1.6695,Db/C#,f
33,f,VI,iv,iv,#V/bVI,1.6695,Db/C#,f
33,f,VI,V6,V,#V/bVI,1.6695,Db/C#,f
33,f,VI,viio7/iii,vii,#V/bVI,1.6695,Db/C#,f
34,f,VI,V6(9),V,#II/bIII,0.5318,Ab,f
34,f,VI,V6,V,#II/bIII,0.5318,Ab,f
34,f,VI,V65,V,#II/bIII,0.5318,Ab,f
37,f,VI,V,V,#v/bvi,1.4693,c#,f
38,f,VI,V/#i,V,III,0.3376,A,f
39,f,VI,#i,#i,vi,0.8649,d,f
40,f,VI,ii6,ii,#vi/bvii,0.3926,eb/d#,f
41,f,VI,I+,I,#v/bvi,1.2122,c#,f
41,f,VI,V7,V,#v/bvi,1.2122,c#,f
42,f,VI,vi,vi,#v/bvi,0.9309,c#,f
42,f,VI,I+,I,#v/bvi,0.9309,c#,f
42,f,VI,V7,V,#v/bvi,0.9309,c#,f
43,f,VI,I[I6,I,#V/bVI,0.2015,Db/C#,f
44,f,VI,V43,V,#II/bIII,0.4886,Ab,f
45,f,VI,I6,I,#V/bVI,0.1771,Db/C#,f
46,f,VI,V43,V,#II/bIII,0.4886,Ab,f
47,f,VI,I6,I,#V/bVI,0.3072,Db/C#,f
48,f,VI,I],I,#i/bii,1.5449,f#,f
49,f,VI,#viio/ii,#vii,VI,0.6632,D,f
50,f,VI,#viio/ii\\\\,#vii,VI,1.9289,D,f
51,f,VI,ii6,ii,#vi/bvii,0.3926,eb/d#,f
52,f,VI,I+,I,#v/bvi,1.2122,c#,f
52,f,VI,V7,V,#v/bvi,1.2122,c#,f
53,f,VI,vi,vi,#v/bvi,0.9309,c#,f
53,f,VI,I+,I,#v/bvi,0.9309,c#,f
53,f,VI,V7,V,#v/bvi,0.9309,c#,f
54,f,VI,I[I6,I,#V/bVI,0.2015,Db/C#,f
55,f,VI,V43,V,#II/bIII,0.4886,Ab,f
56,f,VI,I6,I,#V/bVI,0.1771,Db/C#,f
57,f,VI,V43,V,#II/bIII,0.4886,Ab,f
58,f,VI,I6],I,#II/bIII,1.402,Ab,f
58,f,VI,V,V,#II/bIII,1.402,Ab,f
59,f,VI,I,I,#V/bVI,1.0928,Db/C#,f
59,f,VI,V,V,#V/bVI,1.0928,Db/C#,f
60,f,i,i.V/iv,V,I,0.2816,F,f
62,f,i,#viio43/vi,#vii,#vi/bvii,1.4009,eb/d#,f
64,f,i,#viio43,#vii,v,0.9308,c,f
66,f,i,#viio,#vii,V,1.4033,C,f
67,f,i,i,i,#V/bVI,1.1118,Db/C#,f
67,f,i,.Ger6/iv,Ger,#V/bVI,1.1118,Db/C#,f
68,f,i,iio,ii,#VI/bVII,1.9029,Eb,f
69,f,i,III,III,#II/bIII,2.2271,Ab,f
69,f,i,iv,iv,#II/bIII,2.2271,Ab,f
70,f,i,#viio7/V,#vii,II,1.1124,G,f
73,f,i,V43/V,V,#iv/bv,1.388,b,f
74,f,i,V7(+9),V,#II/bIII,1.6987,Ab,f
75,f,i,iv,iv,i,1.4453,f,f
75,f,i,#viio43,#vii,i,1.4453,f,f
76,f,i,i6,i,i,0.1881,f,f
76,f,i,i,i,i,0.1881,f,f
77,f,i,V,V,V,1.3026,C,f
78,f,i,i(6),i,i,1.0827,f,f
78,f,i,i(#6#4),i,i,1.0827,f,f
78,f,i,V,V,i,1.0827,f,f
80,f,i,i(6),i,i,1.0994,f,f
80,f,i,i(#6#4),i,i,1.0994,f,f
80,f,i,V,V,i,1.0994,f,f
81,f,i,VI7,VI,V,0.9896,C,f
81,f,i,V65,V,V,0.9896,C,f
82,f,i,i,i,i,1.28,f,f
82,f,i,V,V,i,1.28,f,f
83,f,i,i,i,I,1.9289,F,f
84,f,i,.bII,bII,iv,1.8288,bb,f
85,f,i,@none,,#II/bIII,2.1732,Ab,f
86,f,i,V,V,#II/bIII,0.4856,Ab,f
86,f,i,V6/VI,V,#II/bIII,0.4856,Ab,f
86,f,VI,VI.V,V,#II/bIII,0.4856,Ab,f
86,f,VI,viio,vii,#II/bIII,0.4856,Ab,f
87,f,VI,I,I,#V/bVI,1.7469,Db/C#,f
87,f,VI,ii7,ii,#V/bVI,1.7469,Db/C#,f
87,f,VI,I6,I,#V/bVI,1.7469,Db/C#,f
87,f,VI,IV,IV,#V/bVI,1.7469,Db/C#,f
87,f,VI,ii65,ii,#V/bVI,1.7469,Db/C#,f
88,f,VI,V(4),V,#ii/biii,1.4624,g#/ab,f
88,f,VI,.Fr,Fr,#ii/biii,1.4624,g#/ab,f
88,f,VI,V,V,#ii/biii,1.4624,g#/ab,f
89,f,VI,I64,I,#V/bVI,1.2064,Db/C#,f
90,f,VI,V43,V,#ii/biii,1.6175,g#/ab,f
90,f,VI,V65,V,#ii/biii,1.6175,g#/ab,f
91,f,VI,I,I,#V/bVI,0.3926,Db/C#,f
92,f,VI,iii7,iii,i,1.3212,f,f
92,f,VI,V7/vi,V,i,1.3212,f,f
92,f,VI,vi,vi,i,1.3212,f,f
92,f,I,I.V65,V,i,1.3212,f,f
93,f,I,I[I,I,I,0.2339,F,f
94,f,I,V65,V,V,0.166,C,f
95,f,I,I,I,I,0.2868,F,f
96,f,I,V43,V,V,0.0999,C,f
97,f,I,I,I,I,0.3677,F,f
98,f,I,V65],V,V,1.0775,C,f
99,f,I,I,I,I,0.2518,F,f
100,f,I,IV(9),IV,ii,1.3121,g,f
100,f,I,IV,IV,ii,1.3121,g,f
101,f,I,V7,V,iii,0.5658,a,f
101,f,I,#viio2,#vii,iii,0.5658,a,f
102,f,I,vi(4),vi,I,2.3942,F,f
103,f,I,vii,vii,v,1.0673,c,f
103,f,I,viio,vii,v,1.0673,c,f
103,f,I,V7,V,v,1.0673,c,f
107,f,I,V/ii,V,II,1.5637,G,f
108,f,I,ii,ii,ii,0.8825,g,f
109,f,I,V6/ii,V,ii,0.3926,g,f
109,f,I,ii6,ii,ii,0.3926,g,f
110,f,I,V(64b9),V,i,1.2122,f,f
110,f,I,V(64),V,i,1.2122,f,f
