Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,false,I,.F.I,I,IV,0.2146,F,C
1,false,I,I6,I,IV,0.2146,F,C
2,false,I,V(4),V,I,0.3708,C,C
2,false,I,V,V,I,0.3708,C,C
2,false,I,V43/ii,V,I,0.3708,C,C
3,false,I,ii,ii,v,0.4678,g,C
3,false,I,ii6,ii,v,0.4678,g,C
4,false,I,V(4)/ii,V,II,0.3708,D,C
4,false,I,V/ii,V,II,0.3708,D,C
4,false,I,V43/iii,V,II,0.3708,D,C
5,false,I,iii,iii,vi,0.4282,a,C
5,false,I,iii6,iii,vi,0.4282,a,C
5,false,I,V/iii,V,vi,0.4282,a,C
6,false,I,iii,iii,vi,0.2551,a,C
7,false,V,V.V7,V,V,0.9984,G,C
8,false,V,I,I,I,1.1228,C,C
9,false,V,V7,V,V,0.9984,G,C
10,false,V,I\\\\,I,I,0.8522,C,C
11,false,bIII,.bIII.I,I,#V/bVI,0.3769,Ab,C
11,false,bIII,I6,I,#V/bVI,0.3769,Ab,C
12,false,bIII,V64,V,#II/bIII,0.3431,Eb,C
12,false,bIII,V43,V,#II/bIII,0.3431,Eb,C
12,false,bIII,V7,V,#II/bIII,0.3431,Eb,C
13,false,bIII,I(974),I,#V/bVI,0.4242,Ab,C
13,false,bIII,I,I,#V/bVI,0.4242,Ab,C
14,false,bIII,vi,vi,iv,0.3175,f,C
14,false,bIII,vi6,vi,iv,0.3175,f,C
15,false,bIII,V64/vi,V,I,0.4518,C,C
15,false,bIII,V43/vi,V,I,0.4518,C,C
15,false,bIII,V7/vi,V,I,0.4518,C,C
16,false,bIII,vi(#74),vi,iv,0.256,f,C
16,false,bIII,vi,vi,iv,0.256,f,C
17,false,bVI,.bVI.I,I,#I/bII,1.0016,Db/C#,C
18,false,bVI,V(64),V,#V/bVI,2.2488,Ab,C
18,false,bVI,V,V,#V/bVI,2.2488,Ab,C
18,false,bVI,#viio6/ii,#vii,#V/bVI,2.2488,Ab,C
19,false,bVI,ii,ii,#ii/biii,1.9362,eb/d#,C
20,false,bVI,V(64)/ii,V,#VI/bVII,1.39,Bb,C
20,false,bVI,V/ii,V,#VI/bVII,1.39,Bb,C
20,false,bVI,#viio6/iii,#vii,#VI/bVII,1.39,Bb,C
21,false,i,i.i,i,#vi/bvii,1.8257,bb,C
22,false,i,V(64),V,iv,0.4362,f,C
22,false,i,V,V,iv,0.4362,f,C
22,false,i,i6,i,iv,0.4362,f,C
23,false,i,#viio,#vii,v,1.5454,g,C
24,false,i,i(4+2),i,#I/bII,1.0373,Db/C#,C
24,false,i,VI,VI,#I/bII,1.0373,Db/C#,C
24,false,i,#viio7/V,#vii,#I/bII,1.0373,Db/C#,C
25,false,i,V[V,V,I,0.8571,C,C
26,false,i,i,i,iv,0.8022,f,C
27,false,i,V,V,I,0.8571,C,C
28,false,i,i,i,iv,0.8022,f,C
29,false,i,V],V,I,0.3637,C,C
30,false,i,V6,V,I,0.3795,C,C
30,false,i,ii,ii,I,0.3795,C,C
31,false,i,V,V,I,0.3637,C,C
32,false,i,V43,V,I,1.4709,C,C
32,false,i,ii,ii,I,1.4709,C,C
33,false,i,V,V,I,0.8079,C,C
34,false,i,V43,V,v,1.2137,g,C
34,false,i,vi,vi,v,1.2137,g,C
35,false,i,V7,V,I,0.5051,C,C
36,false,i,V7,V,I,1.0362,C,C
36,false,i,V2,V,I,1.0362,C,C
36,false,i,V43,V,I,1.0362,C,C
37,false,I,I.I,I,IV,0.1643,F,C
37,false,I,I6,I,IV,0.1643,F,C
37,false,I,#viio7/V,#vii,IV,0.1643,F,C
38,false,I,V(4+2),V,I,1.1641,C,C
38,false,I,V,V,I,1.1641,C,C
38,false,I,V43/ii,V,I,1.1641,C,C
39,false,I,V(4)/V,V,V,0.1571,G,C
39,false,I,V6/V,V,V,0.1571,G,C
39,false,I,#viio7/vi,#vii,V,0.1571,G,C
40,false,I,V(4+2)/ii,V,II,1.1641,D,C
40,false,I,V/ii,V,II,1.1641,D,C
40,false,I,V43/iii,V,II,1.1641,D,C
41,false,I,iii(4),iii,vi,0.4159,a,C
41,false,I,iii6,iii,vi,0.4159,a,C
41,false,I,V/iii,V,vi,0.4159,a,C
42,false,I,iii,iii,vi,0.2551,a,C
43,false,I,vi,vi,ii,0.4282,d,C
43,false,I,vi6,vi,ii,0.4282,d,C
43,false,I,V/vi,V,ii,0.4282,d,C
44,false,I,vi,vi,ii,0.2551,d,C
45,false,I,I,I,IV,0.4988,F,C
45,false,I,I6,I,IV,0.4988,F,C
45,false,I,V,V,IV,0.4988,F,C
46,false,I,I,I,IV,0.3429,F,C
47,false,I,V7,V,I,0.9984,C,C
48,false,I,I,I,IV,1.1228,F,C
49,false,I,V7,V,I,0.9984,C,C
50,false,I,I,I,IV,0.8522,F,C
51,false,I,viio6,vii,v,1.9206,g,C
52,false,I,I,I,IV,0.5259,F,C
53,false,I,viio6,vii,v,1.9206,g,C
54,false,I,I,I,IV,1.2196,F,C
55,false,I,viio6,vii,v,1.9206,g,C
56,false,I,I,I,IV,0.8091,F,C
57,false,I,#viio65/ii,#vii,i,1.5621,c,C
58,false,I,ii6,ii,v,0.9756,g,C
59,false,I,V7,V,I,1.2172,C,C
60,false,I,I\\\\,I,IV,0.8091,F,C
61,false,I,#viio65/ii,#vii,i,1.5621,c,C
62,false,I,ii6,ii,v,0.9756,g,C
63,false,I,V7,V,I,1.2172,C,C
64,false,I,I\\\\,I,IV,0.4843,F,C
64,false,I,I6,I,IV,0.4843,F,C
64,false,I,#viio7/V,#vii,IV,0.4843,F,C
65,false,I,V(4),V,I,0.3649,C,C
65,false,I,V,V,I,0.3649,C,C
65,false,I,V43/ii,V,I,0.3649,C,C
66,false,I,ii,ii,v,0.5583,g,C
66,false,I,ii6,ii,v,0.5583,g,C
66,false,I,V43/vi,V,v,0.5583,g,C
67,false,I,vi(4+2),vi,II,1.1641,D,C
67,false,I,V/ii,V,II,1.1641,D,C
67,false,I,V43/iii,V,II,1.1641,D,C
68,false,I,iii,iii,vi,1.2742,a,C
68,false,I,V2/vi,V,vi,1.2742,a,C
68,false,I,vi6,vi,vi,1.2742,a,C
69,false,I,V43/vi,V,vi,1.2896,a,C
69,false,I,vi,vi,vi,1.2896,a,C
69,false,I,V65/vi,V,vi,1.2896,a,C
70,false,I,vi,vi,v,1.1131,g,C
70,false,I,#viio43/ii,#vii,v,1.1131,g,C
70,false,I,ii6,ii,v,1.1131,g,C
71,false,I,#viio65/ii,#vii,v,2.328,g,C
71,false,I,ii,ii,v,2.328,g,C
71,false,I,#viio7/ii,#vii,v,2.328,g,C
72,false,I,ii,ii,v,0.2933,g,C
72,false,I,ii6,ii,v,0.2933,g,C
72,false,I,#vii%7/V,#vii,v,0.2933,g,C
73,false,I,V,V,I,1.3287,C,C
73,false,I,vii%7,vii,I,1.3287,C,C
73,false,I,I,I,I,1.3287,C,C
74,false,I,ii,ii,v,1.2673,g,C
74,false,I,I6,I,v,1.2673,g,C
74,false,I,viio64,vii,v,1.2673,g,C
75,false,I,V(+2),V,I,2.1815,C,C
75,false,I,@none,,I,2.1815,C,C
75,false,I,vii%7,vii,I,2.1815,C,C
76,false,I,I,I,IV,0.2091,F,C
76,false,I,V43,V,IV,0.2091,F,C
76,false,I,I6,I,IV,0.2091,F,C
77,false,I,ii6,ii,v,1.0769,g,C
77,false,I,ii,ii,v,1.0769,g,C
77,false,I,V7,V,v,1.0769,g,C
78,false,I,I\\\\,I,vi,1.3009,a,C
78,false,I,#viio43/V,#vii,vi,1.3009,a,C
79,false,I,V6(b64),V,I,1.6551,C,C
79,false,I,V6,V,I,1.6551,C,C
79,false,I,V,V,I,1.6551,C,C
80,false,I,I,I,IV,0.8261,F,C
80,false,I,#viio43,#vii,IV,0.8261,F,C
81,false,I,V6(b64),V,I,1.6551,C,C
81,false,I,V6,V,I,1.6551,C,C
81,false,I,V,V,I,1.6551,C,C
82,false,I,I,I,I,0.965,C,C
82,false,I,V6,V,I,0.965,C,C
82,false,I,V,V,I,0.965,C,C
83,false,I,I,I,I,0.965,C,C
83,false,I,V6,V,I,0.965,C,C
83,false,I,V,V,I,0.965,C,C
84,false,I,I,I,IV,0.3769,F,C
85,false,I,I\\\\,I,IV,0.8522,F,C
86,false,i,i.V,V,I,1.9296,C,C
90,false,bVI,.bVI.I[I,I,#I/bII,0.2296,Db/C#,C
91,false,bVI,I,I,#I/bII,0.2223,Db/C#,C
93,false,bVI,V7,V,#I/bII,0.119,Db/C#,C
94,false,bVI,I,I,#I/bII,0.2583,Db/C#,C
97,false,bVI,V7,V,#I/bII,0.119,Db/C#,C
98,false,bVI,I],I,#I/bII,0.9633,Db/C#,C
99,false,i,i.VI,VI,IV,1.3642,F,C
99,false,i,i64,i,IV,1.3642,F,C
99,false,i,viio/V,vii,IV,1.3642,F,C
100,false,i,V(b64),V,iv,1.7365,f,C
100,false,i,V,V,iv,1.7365,f,C
101,false,i,i\\\\,i,IV,1.9296,F,C
102,false,i,V7/IV,V,IV,1.2522,F,C
106,false,i,V/bVII,V,#VI/bVII,1.1251,Bb,C
110,false,i,viio65,vii,#vi/bvii,1.8067,bb,C
111,false,i,V65,V,I,0.9984,C,C
112,false,i,i(+2),i,iv,0.6212,f,C
113,false,i,i,i,iv,0.2551,f,C
114,false,i,V\\\\,V,I,0.8571,C,C
121,false,i,V/vi,V,#I/bII,1.9296,Db/C#,C
122,false,i,V(64)/ii,V,v,1.4416,g,C
125,false,i,V7/ii,V,v,1.1603,g,C
126,false,i,V(64)/ii,V,v,0.3005,g,C
129,false,i,V7/ii,V,v,1.1603,g,C
130,false,i,V7/V,V,V,0.2113,G,C
133,false,i,V/V,V,v,1.2104,g,C
133,false,i,V(64)/V,V,v,1.2104,g,C
134,false,i,V7/V,V,V,0.2113,G,C
137,false,i,V/V,V,V,1.0797,G,C
137,false,i,V,V,V,1.0797,G,C
139,false,i,V7,V,I,0.1895,C,C
141,false,i,V,V,I,0.5792,C,C
141,false,i,V(64),V,I,0.5792,C,C
142,false,i,V,V,I,0.2919,C,C
143,false,i,V7,V,I,0.1895,C,C
144,false,i,V,V,I,0.2019,C,C
