Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,f,I,.f.#viio7/V,#vii,i,1.3387,f,f
1,f,I,i64,i,i,1.3387,f,f
1,f,I,#viio65/V,#vii,i,1.3387,f,f
3,f,I,v6,v,v,1.8265,c,f
3,f,I,#viio43/V,#vii,v,1.8265,c,f
5,f,v,v.V65,V,ii,1.0777,g,f
6,f,v,i,i,v,0.1278,c,f
6,f,v,i(9),i,v,0.1278,c,f
6,f,v,i,i,v,0.1278,c,f
7,f,v,iv(4),iv,i,1.5244,f,f
7,f,v,iv,iv,i,1.5244,f,f
7,f,v,iv(9),iv,i,1.5244,f,f
7,f,v,iv,iv,i,1.5244,f,f
7,f,v,V(6),V,i,1.5244,f,f
7,f,v,V,V,i,1.5244,f,f
8,f,v,i2,i,v,1.1603,c,f
9,f,i,i.V,V,i,1.0758,f,f
9,f,i,i6,i,i,1.0758,f,f
9,f,i,iio6,ii,i,1.0758,f,f
10,f,i,i6,i,i,1.76,f,f
10,f,i,V64,V,i,1.76,f,f
11,f,i,V6,V,v,0.601,c,f
11,f,i,i,i,v,0.601,c,f
11,f,i,iio,ii,v,0.601,c,f
12,f,i,i6,i,#II/bIII,2.0541,Ab,f
12,f,i,iio,ii,#II/bIII,2.0541,Ab,f
13,f,i,V6,V,v,0.9487,c,f
13,f,i,V65,V,v,0.9487,c,f
14,f,i,i6,i,i,0.3852,f,f
14,f,i,i(9),i,i,0.3852,f,f
14,f,i,i,i,i,0.3852,f,f
15,f,i,iv(4),iv,iv,1.3035,bb,f
15,f,i,iv,iv,iv,1.3035,bb,f
15,f,i,iv(9),iv,iv,1.3035,bb,f
15,f,i,iv,iv,iv,1.3035,bb,f
15,f,i,V(6),V,iv,1.3035,bb,f
15,f,i,V,V,iv,1.3035,bb,f
16,f,i,VI(2),VI,i,0.1684,f,f
16,f,i,VI,VI,i,0.1684,f,f
16,f,i,i64,i,i,0.1684,f,f
16,f,i,V2,V,i,0.1684,f,f
16,f,i,i6,i,i,0.1684,f,f
16,f,i,V43,V,i,0.1684,f,f
17,f,i,i[i64,i,i,0.3122,f,f
17,f,i,V7,V,i,0.3122,f,f
17,f,i,i64,i,i,0.3122,f,f
18,f,i,#vi%2,#vi,i,1.1247,f,f
18,f,i,V7,V,i,1.1247,f,f
18,f,i,i64],i,i,1.1247,f,f
19,f,i,#viio43,#vii,i,1.0043,f,f
