Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,G,I,.G.I,I,I,0.3003,G,G
2,G,I,vi,vi,vi,0.5392,e,G
3,G,I,ii6,ii,IV,1.1492,C,G
4,G,I,V7(4),V,v,1.2114,d,G
4,G,I,V7,V,v,1.2114,d,G
5,G,I,I,I,I,0.6184,G,G
6,G,I,vi64,vi,I,1.4296,G,G
7,G,I,ii6,ii,ii,0.3178,a,G
7,G,I,ii,ii,ii,0.3178,a,G
7,G,I,V7,V,ii,0.3178,a,G
8,G,I,I\\\\,I,I,0.1315,G,G
9,G,I,I,I,I,0.1953,G,G
9,G,I,V43,V,I,0.1953,G,G
9,G,I,I,I,I,0.1953,G,G
10,G,I,V6,V,V,0.204,D,G
11,G,I,I,I,V,1.4067,D,G
12,G,I,V,V,V,0.1899,D,G
12,G,I,V2,V,V,0.1899,D,G
13,G,I,I6,I,I,0.2354,G,G
13,G,I,V43,V,I,0.2354,G,G
13,G,I,I,I,I,0.2354,G,G
14,G,I,V6,V,V,0.3931,D,G
14,G,I,vi7,vi,V,0.3931,D,G
14,G,I,V6,V,V,0.3931,D,G
15,G,I,I,I,II,2.0424,A,G
15,G,I,V6,V,II,2.0424,A,G
15,G,I,#viio6/V,#vii,II,2.0424,A,G
16,G,I,V,V,V,0.4451,D,G
16,G,I,#viio/V,#vii,V,0.4451,D,G
16,G,I,V2,V,V,0.4451,D,G
17,G,I,I6,I,I,0.5718,G,G
17,G,I,I,I,I,0.5718,G,G
18,G,I,vi64,vi,I,1.4296,G,G
19,G,I,ii6,ii,ii,0.5251,a,G
19,G,I,ii,ii,ii,0.5251,a,G
19,G,I,ii6,ii,ii,0.5251,a,G
20,G,I,ii65,ii,V,1.4442,D,G
20,G,I,V7,V,V,1.4442,D,G
21,G,I,I,I,I,0.2764,G,G
21,G,I,I6,I,I,0.2764,G,G
21,G,I,I,I,I,0.2764,G,G
22,G,I,vi64,vi,I,1.4296,G,G
23,G,I,ii6,ii,ii,0.3178,a,G
23,G,I,V7,V,ii,0.3178,a,G
24,G,I,I\\\\,I,I,0.1444,G,G
25,G,I,I,I,I,0.4241,G,G
26,G,I,V6,V,V,1.245,D,G
26,G,I,V,V,V,1.245,D,G
27,G,I,V2,V,V,0.4179,D,G
28,G,I,I6,I,I,0.227,G,G
28,G,I,I6,I,I,0.227,G,G
29,G,I,I,I,I,0.4784,G,G
30,G,I,V6,V,V,1.245,D,G
30,G,I,V,V,V,1.245,D,G
31,G,I,V2,V,v,1.9657,d,G
32,G,I,I6,I,I,0.8887,G,G
32,G,I,I,I,I,0.8887,G,G
33,G,I,IV6,IV,IV,1.421,C,G
34,G,I,V,V,V,1.78,D,G
34,G,I,V43,V,V,1.78,D,G
35,G,I,V2,V,V,0.2676,D,G
36,G,I,I6,I,I,0.2895,G,G
36,G,I,I,I,I,0.2895,G,G
36,G,I,vi6,vi,I,0.2895,G,G
37,G,I,I,I,I,0.6811,G,G
38,G,I,V6,V,V,0.2504,D,G
38,G,I,V6/V,V,V,0.2504,D,G
39,G,I,V7,V,v,1.5399,d,G
40,G,I,I\\\\,I,I,0.76,G,G
40,G,I,V2/IV,V,I,0.76,G,G
41,G,IV,IV.I,I,IV,0.4084,C,G
42,G,IV,V43,V,I,1.0987,G,G
43,G,IV,V7,V,IV,1.9527,C,G
44,G,IV,I,I,IV,0.1603,C,G
46,G,IV,V43,V,i,1.028,g,G
47,G,IV,V7,V,I,0.1657,G,G
48,G,IV,I6,I,IV,0.617,C,G
49,G,IV,I(4),I,IV,1.7373,C,G
49,G,IV,I,I,IV,1.7373,C,G
50,G,IV,V6,V,I,0.0905,G,G
50,G,IV,V,V,I,0.0905,G,G
51,G,IV,V2,V,I,0.9905,G,G
51,G,IV,I6,I,I,0.9905,G,G
51,G,IV,V2,V,I,0.9905,G,G
52,G,IV,I6,I,IV,0.1855,C,G
52,G,IV,I,I,IV,0.1855,C,G
53,G,IV,I6,I,IV,0.3808,C,G
53,G,IV,I,I,IV,0.3808,C,G
54,G,IV,V6,V,I,0.0905,G,G
55,G,IV,V,V,I,1.0105,G,G
56,G,IV,I\\\\,I,ii,1.2121,a,G
56,G,IV,viio64,vii,ii,1.2121,a,G
56,G,IV,I6,I,ii,1.2121,a,G
56,G,IV,viio,vii,ii,1.2121,a,G
56,G,IV,I,I,ii,1.2121,a,G
57,G,IV,V6/vi,V,vi,1.5383,e,G
58,G,IV,vi,vi,ii,1.4659,a,G
59,G,IV,V7/iii,V,vi,1.6365,e,G
59,G,IV,V(64)/iii,V,vi,1.6365,e,G
59,G,IV,V7/iii,V,vi,1.6365,e,G
60,G,IV,V7/iii,V,vi,0.1105,e,G
60,G,IV,iii,iii,vi,0.1105,e,G
61,G,IV,V65/vi,V,vi,1.1863,e,G
61,G,IV,vi,vi,vi,1.1863,e,G
61,G,IV,V43/vi,V,vi,1.1863,e,G
62,G,IV,vi,vi,ii,0.5767,a,G
62,G,IV,vi6,vi,ii,0.5767,a,G
63,G,vi,vi.i6,i,III,1.0249,B/Cb,G
63,G,vi,V64,V,III,1.0249,B/Cb,G
63,G,vi,V7/V,V,III,1.0249,B/Cb,G
64,G,vi,V,V,III,1.5834,B/Cb,G
64,G,vi,i,i,III,1.5834,B/Cb,G
65,G,vi,VI,VI,vi,1.2185,e,G
65,G,vi,V6/iv,V,vi,1.2185,e,G
66,G,vi,iv,iv,ii,0.9361,a,G
66,G,vi,iv6,iv,ii,0.9361,a,G
67,G,vi,V7,V,vi,1.6894,e,G
67,G,vi,V(64),V,vi,1.6894,e,G
67,G,vi,V7,V,vi,1.6894,e,G
68,G,vi,i,i,vi,0.2052,e,G
69,G,vi,V7/iv,V,VI,1.441,E,G
70,G,vi,iv6(9),iv,ii,0.6448,a,G
70,G,vi,iv6,iv,ii,0.6448,a,G
71,G,vi,i6,i,iii,0.8689,b,G
71,G,vi,V(64)/V,V,iii,0.8689,b,G
71,G,vi,V7/V,V,iii,0.8689,b,G
72,G,vi,V,V,III,1.5834,B/Cb,G
72,G,vi,i,i,III,1.5834,B/Cb,G
73,G,vi,V43,V,iii,1.0113,b,G
73,G,vi,i,i,iii,1.0113,b,G
73,G,vi,V6,V,iii,1.0113,b,G
74,G,vi,V2,V,vi,0.161,e,G
74,G,vi,i64,i,vi,0.161,e,G
74,G,vi,i6,i,vi,0.161,e,G
75,G,vi,V,V,iii,0.888,b,G
75,G,vi,V(64),V,iii,0.888,b,G
75,G,vi,V7,V,iii,0.888,b,G
76,G,vi,i\\\\,i,vi,0.1105,e,G
77,G,vi,V65,V,iii,0.888,b,G
77,G,vi,i,i,iii,0.888,b,G
77,G,vi,V43,V,iii,0.888,b,G
78,G,vi,V7,V,vi,0.2052,e,G
78,G,vi,V(64),V,vi,0.2052,e,G
79,G,vi,V,V,iii,0.888,b,G
79,G,vi,i6,i,iii,0.888,b,G
79,G,vi,V43,V,iii,0.888,b,G
80,G,vi,i6,i,vi,0.3178,e,G
80,G,vi,i\\\\,i,vi,0.3178,e,G
81,G,I,I.I,I,I,0.4898,G,G
81,G,I,I6,I,I,0.4898,G,G
