Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,c,I,.c.i,i,I,1.9296,C,c
4,c,I,#viio64/V,#vii,iv,1.1852,f,c
5,c,I,V,V,V,0.2994,G,c
8,c,I,@none,,#V/bVI,0.964,Ab,c
10,c,I,VI,VI,#V/bVI,1.9296,Ab,c
11,c,I,V,V,#V/bVI,1.6869,Ab,c
11,c,I,VI,VI,#V/bVI,1.6869,Ab,c
12,c,I,V,V,#V/bVI,1.6869,Ab,c
12,c,I,VI,VI,#V/bVI,1.6869,Ab,c
13,c,I,V,V,#V/bVI,1.6869,Ab,c
13,c,I,VI,VI,#V/bVI,1.6869,Ab,c
14,c,I,V,V,#II/bIII,2.232,Eb,c
14,c,iv,iv.VI,VI,#II/bIII,2.232,Eb,c
15,c,iv,V,V,#I/bII,1.6869,Db/C#,c
15,c,iv,VI,VI,#I/bII,1.6869,Db/C#,c
16,c,iv,V,V,#I/bII,1.6869,Db/C#,c
16,c,iv,VI,VI,#I/bII,1.6869,Db/C#,c
17,c,iv,V,V,#I/bII,1.6869,Db/C#,c
17,c,iv,VI,VI,#I/bII,1.6869,Db/C#,c
18,c,bII,.bII.V6,V,iv,1.6232,f,c
19,c,bII,I,I,#I/bII,0.675,Db/C#,c
21,c,bII,IV,IV,#ii/biii,1.0735,eb/d#,c
23,c,bII,V7,V,#V/bVI,0.322,Ab,c
25,c,bII,I\\\\,I,#I/bII,0.2559,Db/C#,c
26,c,bII,I,I,#I/bII,0.298,Db/C#,c
29,c,iv,iv.ii%6,ii,#I/bII,1.2707,Db/C#,c
30,c,iv,iio7,ii,#vi/bvii,0.9807,bb,c
31,c,iv,V7,V,i,1.921,c,c
33,c,iv,i,i,iv,1.3474,f,c
35,c,iv,i\\\\,i,iv,1.2481,f,c
36,c,i,i.#viio,#vii,ii,0.7921,d,c
38,c,i,V7,V,v,1.035,g,c
39,c,i,i,i,i,1.1463,c,c
42,c,i,i.#viio/v,#vii,vi,0.7921,a,c
44,c,i,V7/v,V,ii,1.035,d,c
45,c,i,v[v6,v,v,0.8842,g,c
46,c,i,V7,V,V,1.7869,G,c
47,c,i,i64,i,i,1.5463,c,c
48,c,i,V7,V,V,1.3347,G,c
49,c,i,i64,i,i,1.5463,c,c
51,c,i,V,V,V,1.9296,G,c
52,c,i,V],V,V,0.8515,G,c
53,c,i,i[i,i,i,1.8055,c,c
54,c,i,V7/iv,V,i,1.9316,c,c
55,c,i,iv64,iv,i,1.3838,c,c
56,c,i,V7/iv,V,i,0.8522,c,c
57,c,i,iv64,iv,i,1.3838,c,c
58,c,i,V,V,I,1.0947,C,c
59,c,i,i6],i,i,0.3554,c,c
59,c,i,i6,i,i,0.3554,c,c
60,c,i,iv,iv,#vi/bvii,1.2988,bb,c
60,c,i,V65/III,V,#vi/bvii,1.2988,bb,c
61,c,i,III,III,#V/bVI,1.6489,Ab,c
61,c,i,VI6,VI,#V/bVI,1.6489,Ab,c
62,c,i,iio,ii,v,0.5207,g,c
62,c,i,V65,V,v,0.5207,g,c
63,c,i,i,i,i,0.8635,c,c
63,c,i,i6,i,i,0.8635,c,c
64,c,i,iv,iv,#vi/bvii,1.2988,bb,c
64,c,i,V65/III,V,#vi/bvii,1.2988,bb,c
65,c,i,III,III,#V/bVI,1.6489,Ab,c
65,c,i,VI6,VI,#V/bVI,1.6489,Ab,c
66,c,i,iio,ii,v,0.5207,g,c
66,c,i,V65,V,v,0.5207,g,c
67,c,i,i,i,#V/bVI,1.8261,Ab,c
67,c,i,iv6,iv,#V/bVI,1.8261,Ab,c
68,c,i,V(64),V,V,0.6414,G,c
68,c,i,V7,V,V,0.6414,G,c
69,c,i,ii,ii,#V/bVI,1.8261,Ab,c
69,c,i,iv6,iv,#V/bVI,1.8261,Ab,c
70,c,i,V(64),V,V,0.5802,G,c
70,c,i,V7,V,V,0.5802,G,c
71,c,i,V,V,v,1.9336,g,c
72,c,i,iv,iv,iv,0.1298,f,c
73,c,i,ii%43/v,ii,i,0.9397,c,c
74,c,i,V64,V,v,0.8825,g,c
75,c,i,i,i,i,1.9338,c,c
75,c,i,V,V,i,1.9338,c,c
76,c,i,i,i,i,1.9338,c,c
76,c,i,V,V,i,1.9338,c,c
77,c,i,i,i,i,1.9338,c,c
77,c,i,V,V,i,1.9338,c,c
78,c,i,i,i,i,1.9338,c,c
78,c,i,V,V,i,1.9338,c,c
79,c,i,V\\\\,V,V,0.3429,G,c
80,c,I,I.I\\\\,I,I,0.3429,C,c
81,c,I,I,I,I,1.2584,C,c
88,c,I,I,I,I,1.2584,C,c
89,c,I,IV,IV,IV,1.5353,F,c
91,c,I,ii,ii,V,1.4831,G,c
92,c,I,vi,vi,vi,1.1381,a,c
93,c,I,V/V,V,II,0.5498,D,c
94,c,V,V.I,I,iii,1.1381,e,c
95,c,V,V,V,V,1.4831,G,c
96,c,V,ii,ii,vi,1.1381,a,c
97,c,V,V,V,II,0.5498,D,c
98,c,I,I.V,V,V,1.1228,G,c
99,c,I,I,I,I,0.5498,C,c
100,c,I,ii2,ii,v,1.9833,g,c
101,c,I,V65,V,V,0.8073,G,c
102,c,I,iii2,iii,vi,2.2526,a,c
103,c,I,vi,vi,I,1.2861,C,c
104,c,I,IV2,IV,vi,1.3327,a,c
105,c,I,ii,ii,ii,1.2398,d,c
106,c,I,V2(4),V,I,0.3964,C,c
106,c,I,V2,V,I,0.3964,C,c
106,c,I,I6,I,I,0.3964,C,c
107,c,I,IV6,IV,IV,1.0871,F,c
108,c,I,#viio6/V,#vii,I,1.7689,C,c
109,c,I,V,V,V,0.1737,G,c
110,c,V,V.ii6,ii,I,0.7961,C,c
111,c,V,V7,V,ii,1.8689,d,c
112,c,V,I,I,V,1.1665,G,c
114,c,V,ii6,ii,I,1.1007,C,c
115,c,V,V7,V,ii,1.9071,d,c
116,c,V,I\\\\,I,V,0.2458,G,c
117,c,i,i.i,i,v,1.4701,g,c
119,c,i,iio,ii,vi,1.5118,a,c
120,c,i,III,III,#VI/bVII,0.766,Bb,c
121,c,i,V6/V,V,VI,1.2861,A,c
122,c,i,V64/V,V,VI,1.4604,A,c
123,c,i,iv/V,iv,I,1.8342,C,c
124,c,i,V6/V,V,#vi/bvii,1.7054,bb,c
125,c,i,V/V,V,vi,0.2933,a,c
126,c,i,V43/V,V,VI,0.4124,A,c
127,c,i,V43/V,V,VI,0.2225,A,c
128,c,i,V43/V,V,vi,1.1743,a,c
129,c,ii,ii.i,i,ii,1.5118,d,c
130,c,ii,i,i,v,1.7864,g,c
131,c,ii,ii7,ii,iii,1.5284,e,c
132,c,ii,III,III,IV,1.0869,F,c
133,c,I,I.V6,V,iii,0.4236,e,c
134,c,I,V64,V,II,1.9315,D,c
135,c,I,V2,V,IV,0.3637,F,c
137,c,I,V,V,v,1.6896,g,c
138,c,I,V43,V,V,0.9899,G,c
141,c,I,I\\\\,I,I,0.2929,C,c
142,c,I,ii7,ii,V,1.7181,G,c
143,c,I,V2,V,V,1.5078,G,c
144,c,I,iii7,iii,vi,2.3294,a,c
145,c,I,vi,vi,vi,1.2467,a,c
146,c,I,V65(6),V,vi,1.4278,a,c
147,c,I,ii6,ii,ii,0.8297,d,c
148,c,I,I(4),I,i,1.8656,c,c
149,c,I,V2/IV,V,I,1.6501,C,c
150,c,I,IV,IV,IV,0.1475,F,c
151,c,I,V,V,V,0.3382,G,c
152,c,I,I\\\\,I,I,0.3637,C,c
153,c,I,V2/IV,V,I,0.2198,C,c
154,c,I,IV,IV,IV,0.1475,F,c
155,c,I,V,V,V,0.3382,G,c
156,c,I,I\\\\,I,I,0.2871,C,c
158,c,I,ii2,ii,V,1.7181,G,c
