Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,c,I,.c.i,i,vi,1.1261,c,Eb
2,c,I,i,i,vi,0.9449,c,Eb
2,c,III,III.V,V,vi,0.9449,c,Eb
3,c,III,I,I,I,0.9014,Eb,Eb
3,c,III,IV6,IV,I,0.9014,Eb,Eb
4,c,III,I6,I,I,0.4412,Eb,Eb
4,c,III,#viio65/V,#vii,I,0.4412,Eb,Eb
5,c,III,#viio7/V,#vii,V,0.6373,Bb,Eb
5,c,III,V\\\\,V,V,0.6373,Bb,Eb
5,c,i,i.iv,iv,V,0.6373,Bb,Eb
6,c,i,#viio6/iv,#vii,ii,1.4954,f,Eb
7,c,i,iv6,iv,ii,0.1754,f,Eb
7,c,i,ii%65,ii,ii,0.1754,f,Eb
8,c,i,V(964),V,vi,0.2018,c,Eb
8,c,i,V(64),V,vi,0.2018,c,Eb
8,c,i,V7,V,vi,0.2018,c,Eb
9,c,i,i\\\\,i,vi,1.3075,c,Eb
10,c,iv,iv.V,V,vi,1.1261,c,Eb
11,c,iv,V[V,V,VI,0.9352,C,Eb
14,c,iv,#viio43],#vii,ii,1.0528,f,Eb
15,c,iv,i,i,ii,0.1715,f,Eb
15,c,iv,V7,V,ii,0.1715,f,Eb
16,c,iv,i,i,ii,0.1715,f,Eb
16,c,iv,V7,V,ii,0.1715,f,Eb
17,c,iv,i,i,ii,0.1715,f,Eb
17,c,iv,V7,V,ii,0.1715,f,Eb
18,c,iv,i\\\\,i,#VI/bVII,1.2914,Db/C#,Eb
18,c,bII,.bII.I,I,#VI/bVII,1.2914,Db/C#,Eb
19,c,bII,.bII[I,I,#VI/bVII,0.9554,Db/C#,Eb
23,c,bII,I[I,I,#VI/bVII,0.213,Db/C#,Eb
23,c,bII,V7,V,#VI/bVII,0.213,Db/C#,Eb
24,c,bII,I,I,#VI/bVII,0.217,Db/C#,Eb
24,c,bII,V7,V,#VI/bVII,0.217,Db/C#,Eb
25,c,bII,I,I,#VI/bVII,0.217,Db/C#,Eb
25,c,bII,V7],V,#VI/bVII,0.217,Db/C#,Eb
26,c,iv,iv.bVI,bVI,#VI/bVII,1.6584,Db/C#,Eb
26,c,iv,i64,i,#VI/bVII,1.6584,Db/C#,Eb
26,c,iv,#viio/V,#vii,#VI/bVII,1.6584,Db/C#,Eb
27,c,iv,V(94),V,II,1.2654,F,Eb
27,c,iv,V2(4),V,II,1.2654,F,Eb
28,c,i,i.VI,VI,IV,0.964,Ab,Eb
28,c,i,i64,i,IV,0.964,Ab,Eb
28,c,i,#viio7/V,#vii,IV,0.964,Ab,Eb
29,c,i,V(4),V,iii,1.8513,g,Eb
29,c,i,V[V,V,iii,1.8513,g,Eb
29,c,i,#viio43,#vii,iii,1.8513,g,Eb
30,c,i,i6(6),i,I,1.5438,Eb,Eb
30,c,i,i6,i,I,1.5438,Eb,Eb
30,c,i,#viio43/V,#vii,I,1.5438,Eb,Eb
31,c,i,V6(6),V,III,1.8641,G,Eb
31,c,i,V6,V,III,1.8641,G,Eb
31,c,i,#viio43,#vii,III,1.8641,G,Eb
32,c,i,i6(6),i,I,1.5438,Eb,Eb
32,c,i,i6,i,I,1.5438,Eb,Eb
32,c,i,#viio7/V,#vii,I,1.5438,Eb,Eb
33,c,i,V(64),V,iii,1.9336,g,Eb
33,c,i,V,V,iii,1.9336,g,Eb
33,c,i,#viio7/V,#vii,iii,1.9336,g,Eb
34,c,i,V(64),V,vi,1.9645,c,Eb
34,c,i,V]\\\\,V,vi,1.9645,c,Eb
34,c,i,i,i,vi,1.9645,c,Eb
