Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,C,I,.C.IV64,IV,IV,1.6869,F,C
2,C,I,I,I,I,0.8173,C,C
2,C,I,IV6,IV,I,0.8173,C,C
2,C,I,I,I,I,0.8173,C,C
2,C,I,IV6,IV,I,0.8173,C,C
3,C,I,I,I,IV,0.3762,F,C
3,C,I,IV6,IV,IV,0.3762,F,C
3,C,I,IV,IV,IV,0.3762,F,C
4,C,I,IV6,IV,I,1.1814,C,C
4,C,I,I,I,I,1.1814,C,C
5,C,I,ii,ii,I,2.0687,C,C
5,C,I,I,I,I,2.0687,C,C
6,C,I,IV6,IV,I,0.2946,C,C
6,C,I,V,V,I,0.2946,C,C
6,C,I,I,I,I,0.2946,C,C
7,C,I,ii,ii,ii,0.7763,d,C
8,C,I,vi,vi,V,0.9598,G,C
8,C,I,ii,ii,V,0.9598,G,C
8,C,I,V,V,V,0.9598,G,C
8,C,I,V65,V,V,0.9598,G,C
9,C,I,I,I,I,0.1523,C,C
9,C,I,V64,V,I,0.1523,C,C
9,C,I,I,I,I,0.1523,C,C
10,C,I,IV,IV,I,1.3737,C,C
10,C,I,I6,I,I,1.3737,C,C
11,C,I,IV,IV,I,1.3595,C,C
11,C,I,I64,I,I,1.3595,C,C
12,C,I,IV6,IV,I,2.416,C,C
12,C,I,V6,V,I,2.416,C,C
12,C,I,V7,V,I,2.416,C,C
13,C,I,I\\\\,I,I,0.2606,C,C
14,C,I,V64,V,I,0.8978,C,C
14,C,I,I,I,I,0.8978,C,C
14,C,I,V43,V,I,0.8978,C,C
14,C,I,I6,I,I,0.8978,C,C
15,C,I,viio6,vii,vi,0.5559,a,C
15,C,I,I,I,vi,0.5559,a,C
15,C,I,vi,vi,vi,0.5559,a,C
16,C,I,iii,iii,vi,1.5267,a,C
17,C,I,I,I,I,0.6186,C,C
17,C,I,IV,IV,I,0.6186,C,C
18,C,I,viio6,vii,I,0.2616,C,C
18,C,I,I,I,I,0.2616,C,C
19,C,I,V,V,V,0.6889,G,C
19,C,I,I,I,V,0.6889,G,C
20,C,I,V,V,I,0.3792,C,C
20,C,I,I,I,I,0.3792,C,C
20,C,I,V7,V,I,0.3792,C,C
20,C,I,I,I,I,0.3792,C,C
21,C,I,viio6,vii,IV,1.0362,F,C
21,C,I,I6,I,IV,1.0362,F,C
21,C,I,IV6,IV,IV,1.0362,F,C
22,C,I,V7,V,I,1.9406,C,C
23,C,I,I,I,IV,1.2033,F,C
23,C,I,IV,IV,IV,1.2033,F,C
24,C,I,V7,V,I,0.306,C,C
24,C,I,I\\\\,I,I,0.306,C,C
25,C,I,IV,IV,IV,0.2559,F,C
26,C,I,I,I,IV,1.2782,F,C
26,C,I,IV64,IV,IV,1.2782,F,C
26,C,I,IV6,IV,IV,1.2782,F,C
26,C,I,ii6,ii,IV,1.2782,F,C
27,C,I,V(64),V,IV,1.3485,F,C
