Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
0,f,I,.f.V6,V,V,0.3429,C,f
1,f,I,i,i,v,1.6062,c,f
1,f,I,V43,V,v,1.6062,c,f
1,f,I,V6,V,v,1.6062,c,f
2,f,I,i,i,i,0.5665,f,f
2,f,I,V43,V,i,0.5665,f,f
2,f,I,V/iv,V,i,0.5665,f,f
3,f,I,iv(4),iv,#V/bVI,0.4299,Db/C#,f
3,f,I,iv,iv,#V/bVI,0.4299,Db/C#,f
3,f,I,V(64),V,#V/bVI,0.4299,Db/C#,f
3,f,I,.Ger6,Ger,#V/bVI,0.4299,Db/C#,f
4,f,I,V[V(64),V,i,1.8805,f,f
4,f,I,#viio43/V,#vii,i,1.8805,f,f
4,f,I,V(+764),V,i,1.8805,f,f
4,f,I,V],V,i,1.8805,f,f
4,f,I,#viio7/V,#vii,i,1.8805,f,f
5,f,I,V6,V,#II/bIII,1.2341,Ab,f
5,f,I,VI6(7),VI,#II/bIII,1.2341,Ab,f
5,f,I,VI6,VI,#II/bIII,1.2341,Ab,f
5,f,I,V7(9),V,#II/bIII,1.2341,Ab,f
6,f,I,V43,V,#II/bIII,1.0085,Ab,f
6,f,I,V6,V,#II/bIII,1.0085,Ab,f
6,f,I,VI6(7),VI,#II/bIII,1.0085,Ab,f
6,f,I,VI6,VI,#II/bIII,1.0085,Ab,f
6,f,I,V7(9),V,#II/bIII,1.0085,Ab,f
7,f,I,V43,V,v,0.5105,c,f
9,f,I,V43,V,V,0.4412,C,f
9,f,I,i,i,V,0.4412,C,f
9,f,I,V6,V,V,0.4412,C,f
10,f,I,i,i,i,1.375,f,f
12,f,I,iv,iv,i,0.7534,f,f
12,f,I,i,i,i,0.7534,f,f
13,f,I,iv,iv,i,0.7534,f,f
13,f,I,i,i,i,0.7534,f,f
14,f,I,V(64),V,i,0.5861,f,f
14,f,I,V,V,i,0.5861,f,f
14,f,I,V(64),V,i,0.5861,f,f
14,f,I,V,V,i,0.5861,f,f
14,f,I,V(64),V,i,0.5861,f,f
15,f,I,V6,V,i,1.5517,f,f
15,f,I,i(4),i,i,1.5517,f,f
15,f,I,i,i,i,1.5517,f,f
16,f,I,V7(4),V,i,0.1887,f,f
16,f,I,V7(9),V,i,0.1887,f,f
16,f,I,V7(4),V,i,0.1887,f,f
16,f,I,i,i,i,0.1887,f,f
16,f,I,#viio,#vii,i,0.1887,f,f
16,f,I,i,i,i,0.1887,f,f
17,f,I,V6,V,v,1.6908,c,f
17,f,I,V7,V,v,1.6908,c,f
17,f,I,i(974),i,v,1.6908,c,f
17,f,I,i6,i,v,1.6908,c,f
17,f,I,#viio7/V,#vii,v,1.6908,c,f
18,f,I,V,V,i,1.3741,f,f
21,f,I,VI,VI,#V/bVI,1.9296,Db/C#,f
22,f,I,#viio7,#vii,ii,1.1454,g,f
23,f,I,i[i6,i,i,1.7483,f,f
24,f,I,i,i,i,0.6407,f,f
25,f,I,iv,iv,i,0.1678,f,f
25,f,I,i6,i,i,0.1678,f,f
25,f,I,i,i,i,0.1678,f,f
26,f,I,iv,iv,i,0.1678,f,f
26,f,I,i6],i,i,0.1678,f,f
27,f,I,V[V(64),V,i,0.741,f,f
27,f,I,V,V,i,0.741,f,f
27,f,I,V(64),V,i,0.741,f,f
27,f,I,V,V,i,0.741,f,f
27,f,I,V(64),V,i,0.741,f,f
28,f,I,V7,V,i,1.5879,f,f
28,f,I,V(64),V,i,1.5879,f,f
29,f,I,V,V,i,1.6774,f,f
29,f,I,V(64),V,i,1.6774,f,f
29,f,I,V],V,i,1.6774,f,f
29,f,I,#viio/iv,#vii,i,1.6774,f,f
30,f,I,VI7(7),VI,v,1.3376,c,f
30,f,I,#viio6/v,#vii,v,1.3376,c,f
30,f,I,v6,v,v,1.3376,c,f
30,f,I,V6(+#1),V,v,1.3376,c,f
31,f,I,i(7),i,i,0.4604,f,f
31,f,I,i(#6),i,i,0.4604,f,f
31,f,I,V64,V,i,0.4604,f,f
31,f,I,i6(9),i,i,0.4604,f,f
31,f,I,i6,i,i,0.4604,f,f
31,f,v,v.#viio6/V,#vii,i,0.4604,f,f
32,f,v,V6(9),V,V,0.5772,C,f
32,f,v,V6,V,V,0.5772,C,f
32,f,v,i(9),i,V,0.5772,C,f
32,f,v,#viio43/V,#vii,V,0.5772,C,f
36,f,v,#viio7,#vii,v,1.8998,c,f
40,f,v,V43,V,ii,1.6267,g,f
40,f,v,i,i,ii,1.6267,g,f
40,f,v,V6,V,ii,1.6267,g,f
40,f,v,V,V,ii,1.6267,g,f
40,f,v,i,i,ii,1.6267,g,f
41,f,v,V43,V,ii,1.6718,g,f
41,f,v,i,i,ii,1.6718,g,f
41,f,v,V6,V,ii,1.6718,g,f
41,f,v,V,V,ii,1.6718,g,f
41,f,v,i,i,ii,1.6718,g,f
42,f,v,ii%65,ii,i,0.3001,f,f
43,f,v,V[V(64),V,v,0.2052,c,f
45,f,v,V7],V,II,0.4147,G,f
46,f,v,i,i,v,0.4647,c,f
47,f,v,V7,V,II,0.6866,G,f
48,f,v,i,i,v,0.2288,c,f
49,f,i,i.V,V,V,0.9261,C,f
50,f,i,V7,V,v,1.1334,c,f
51,f,i,i[i,i,i,0.4417,f,f
53,f,i,iv,iv,i,1.0576,f,f
53,f,i,i,i,i,1.0576,f,f
54,f,i,iv,iv,i,0.5455,f,f
54,f,i,i],i,i,0.5455,f,f
55,f,i,V7/VI,V,#V/bVI,0.9455,Db/C#,f
55,f,i,VI,VI,#V/bVI,0.9455,Db/C#,f
56,f,i,V7/VI,V,#V/bVI,1.4506,Db/C#,f
56,f,i,VI,VI,#V/bVI,1.4506,Db/C#,f
57,f,i,V7/III,V,#II/bIII,0.9253,Ab,f
57,f,i,III,III,#II/bIII,0.9253,Ab,f
58,f,i,VI,VI,#V/bVI,2.2616,Db/C#,f
58,f,i,VII,VII,#V/bVI,2.2616,Db/C#,f
58,f,i,#viio7/iv,#vii,#V/bVI,2.2616,Db/C#,f
60,f,i,#viio2/V,#vii,#II/bIII,2.2661,Ab,f
62,f,i,#vii43/V,#vii,ii,1.8481,g,f
64,f,VI,VI.V65/IV,V,#II/bIII,2.3648,Ab,f
65,f,VI,IV,IV,#I/bII,1.4258,Gb/F#,f
66,f,VI,ii6,ii,ii,0.274,g,f
67,f,VI,V(64),V,#V/bVI,0.509,Db/C#,f
68,f,VI,V7,V,#II/bIII,1.0312,Ab,f
69,f,VI,I,I,iv,0.548,bb,f
69,f,VI,V7/ii,V,iv,0.548,bb,f
70,f,VI,ii,ii,vi,0.8363,d,f
70,f,VI,V/iv,V,vi,0.8363,d,f
